	名称	代码	市值（亿元）	涨跌幅	pe	pb	一级行业代码	一级行业名称	二级行业代码	二级行业名称	持有市值（元）	日盈亏	相关指数
23	华泰证券	601688.XSHG	1540.31	0.0%	22.02	1.28	801790	非银金融I	801193	证券II	2491.88	0.0	上证50,沪深300,证券公司,金融地产
24	三七互娱	002555.XSHE	458.15	-1.36%	34.04	7.02	801760	传媒I	801752	互联网传媒II	2485.4	-33.8	沪深300,养老产业,中证传媒
25	农业银行	601288.XSHG	12669.39	-0.55%	5.98	0.74	801780	银行I	801192	银行II	2469.76	-13.58	上证50,沪深300,300价值,中证红利,金融地产
26	中国太保	601601.XSHG	3103.74	-0.52%	11.0	1.82	801790	非银金融I	801194	保险II	2455.58	-12.77	上证50,沪深300,300价值,中证红利,养老产业,金融地产
27	伊利股份	600887.XSHG	1773.65	-1.05%	25.26	7.28	801120	食品饮料I	801124	食品加工II	2423.24	-25.44	上证50,沪深300,中证红利,养老产业
28	江铃汽车	000550.XSHE	122.84	-1.11%	399.86	1.17	801880	汽车I	801094	汽车整车II	2422.45	-26.89	基本面120,中证1000,中证红利
29	卫宁健康	300253.XSHE	249.93	0.2%	65.14	6.86	801750	计算机I	801222	计算机应用II	2332.66	4.67	中证500,创业板,全指医药
30	工商银行	601398.XSHG	20635.92	-0.86%	6.66	0.85	801780	银行I	801192	银行II	2320.92	-19.96	上证50,沪深300,300价值,中证红利,金融地产
31	云南白药	000538.XSHE	1122.84	-2.55%	31.61	3.0	801150	医药生物I	801155	中药II	2316.14	-59.06	沪深300,基本面60,基本面120,养老产业,全指医药
32	网宿科技	300017.XSHE	215.26	1.61%	22.31	2.28	801770	通信I	801102	通信设备II	2290.1	36.87	沪深300,创业板,养老产业,中证传媒
33	美的集团	000333.XSHE	3767.82	-1.58%	15.93	3.84	801110	家用电器I	801111	白色家电II	2289.69	-36.18	沪深300,基本面60,基本面120,中证红利
34	哈药股份	600664.XSHG	93.76	0.54%	87.23	1.8	801150	医药生物I	801151	化学制药II	2205.07	11.91	中证500,中证红利,全指医药
35	万科A	000002.XSHE	3130.69	-0.36%	8.23	1.87	801180	房地产I	801181	房地产开发II	2191.01	-7.89	沪深300,300价值,基本面60,基本面120,中证红利,金融地产
36	生物股份	600201.XSHG	211.62	-0.9%	65.75	4.42	801010	农林牧渔I	801018	动物保健II	2178.35	-19.61	中证500,全指医药
37	民生银行	600016.XSHG	2701.38	0.16%	5.08	0.61	801780	银行I	801192	银行II	2166.38	3.47	上证50,沪深300,300价值,中证红利,金融地产
38	智飞生物	300122.XSHE	708.8	-1.05%	33.31	13.78	801150	医药生物I	801152	生物制品II	2165.44	-22.74	沪深300,创业板,养老产业,全指医药
39	美年健康	002044.XSHE	579.76	-1.27%	72.65	6.83	801150	医药生物I	801156	医疗服务II	2127.81	-27.02	沪深300,养老产业,全指医药
40	长江电力	600900.XSHG	3988.6	0.06%	17.71	2.75	801160	公用事业I	801161	电力II	2107.7	1.26	沪深300,300价值,中证红利,中证环保
41	中公教育	002607.XSHE	1127.4	1.33%	71.79	44.48	801760	传媒I	801761	文化传媒II	2074.88	27.6	中证500,养老产业
42	广发证券	000776.XSHE	1016.65	0.38%	17.52	1.11	801790	非银金融I	801193	证券II	2071.12	7.87	沪深300,300价值,基本面60,基本面120,中证红利,证券公司,金融地产
43	完美世界	002624.XSHE	445.98	0.94%	23.92	4.68	801760	传媒I	801752	互联网传媒II	2018.79	18.98	沪深300,养老产业,中证传媒
44	华兰生物	002007.XSHE	469.46	-1.18%	34.94	7.54	801150	医药生物I	801152	生物制品II	2016.24	-23.79	沪深300,养老产业,全指医药
45	东方明珠	600637.XSHG	302.61	0.23%	16.67	1.06	801760	传媒I	801761	文化传媒II	1984.79	4.57	沪深300,养老产业,中证传媒
46	江苏有线	600959.XSHG	193.53	0.26%	39.13	0.89	801760	传媒I	801761	文化传媒II	1967.89	5.12	中证500,养老产业,中证传媒
47	迈瑞医疗	300760.XSHE	2184.6	-2.79%	48.61	12.41	801150	医药生物I	801153	医疗器械II	1967.07	-54.88	创业板,养老产业,全指医药
48	东山精密	002384.XSHE	306.86	0.63%	30.03	3.37	801080	电子I	801083	元件II	1947.28	12.27	中证500,中证环保
49	先导智能	300450.XSHE	333.19	-2.33%	40.11	8.66	801890	机械设备I	801074	专用设备II	1910.29	-44.51	中证500,创业板,中证环保
50	华发股份	600325.XSHG	147.6	0.43%	6.16	1.17	801180	房地产I	801181	房地产开发II	1875.17	8.06	中证500,中证红利,金融地产
51	片仔癀	600436.XSHG	601.99	-1.97%	45.19	9.59	801150	医药生物I	801155	中药II	1844.19	-36.33	沪深300,养老产业,全指医药
52	掌趣科技	300315.XSHE	149.73	1.31%	-4.51	2.66	801760	传媒I	801752	互联网传媒II	1839.18	24.09	中证500,创业板,中证传媒
53	平安银行	000001.XSHE	2967.16	-1.29%	10.6	1.11	801780	银行I	801192	银行II	1836.02	-23.68	沪深300,300价值,基本面60,基本面120,金融地产
54	闻泰科技	600745.XSHG	1008.41	-2.12%	132.53	7.17	801080	电子I	801085	电子制造II	1828.04	-38.75	中证500
55	保利地产	600048.XSHG	1721.66	0.21%	7.77	1.41	801180	房地产I	801181	房地产开发II	1827.61	3.84	上证50,沪深300,300价值,中证红利,金融地产
56	首开股份	600376.XSHG	197.85	0.79%	5.36	0.82	801180	房地产I	801181	房地产开发II	1822.13	14.39	中证500,中证红利,金融地产
57	泰格医药	300347.XSHE	470.72	-0.49%	68.98	12.18	801150	医药生物I	801156	医疗服务II	1812.44	-8.88	中证1000,创业板,全指医药
58	招商证券	600999.XSHG	1104.06	0.86%	17.87	1.61	801790	非银金融I	801193	证券II	1800.45	15.48	沪深300,300价值,证券公司,金融地产
59	中南传媒	601098.XSHG	207.98	-0.26%	16.16	1.56	801760	传媒I	801761	文化传媒II	1788.53	-4.65	中证500,养老产业,中证传媒
60	中环股份	002129.XSHE	281.58	1.2%	31.0	2.15	801730	电气设备I	801733	电源设备II	1778.79	21.35	中证500,中证环保
61	芒果超媒	300413.XSHE	542.3	-1.42%	52.78	6.3	801760	传媒I	801752	互联网传媒II	1769.9	-25.13	沪深300,创业板,养老产业,中证传媒
62	通策医疗	600763.XSHG	332.05	-2.31%	72.76	19.19	801150	医药生物I	801156	医疗服务II	1744.78	-40.3	中证500,全指医药
63	格力电器	000651.XSHE	3471.68	-1.27%	12.76	3.44	801110	家用电器I	801111	白色家电II	1740.02	-22.1	沪深300,基本面60,基本面120
64	中国银行	601988.XSHG	10686.28	-0.55%	5.73	0.66	801780	银行I	801192	银行II	1730.24	-9.52	上证50,沪深300,300价值,中证红利,金融地产
65	复星医药	600196.XSHG	644.57	-2.03%	24.07	2.1	801150	医药生物I	801152	生物制品II	1713.93	-34.79	上证50,沪深300,养老产业,全指医药
66	光线传媒	300251.XSHE	291.89	0.51%	147.97	3.12	801760	传媒I	801761	文化传媒II	1704.6	8.69	沪深300,创业板,养老产业,中证传媒
67	浦发银行	600000.XSHG	3495.83	-0.42%	5.73	0.73	801780	银行I	801192	银行II	1697.83	-7.13	上证50,沪深300,300价值,金融地产
68	申万宏源	000166.XSHE	1191.9	0.42%	21.26	1.45	801790	非银金融I	801193	证券II	1676.32	7.04	沪深300,基本面60,基本面120,证券公司,金融地产
69	沪电股份	002463.XSHE	387.89	5.39%	37.35	8.13	801080	电子I	801083	元件II	1666.24	89.81	中证500
70	中国长城	000066.XSHE	434.83	-1.0%	45.5	6.95	801750	计算机I	801101	计算机设备II	1639.84	-16.4	基本面120,中证500
71	凯莱英	002821.XSHE	284.63	-1.89%	53.31	9.97	801150	医药生物I	801151	化学制药II	1619.67	-30.61	中证500,全指医药
72	华东医药	000963.XSHE	430.45	-1.24%	16.11	3.69	801150	医药生物I	801151	化学制药II	1613.78	-20.01	沪深300,基本面60,基本面120,养老产业,全指医药
73	潍柴动力	000338.XSHE	1046.48	0.46%	10.77	2.44	801880	汽车I	801093	汽车零部件II	1586.75	7.3	沪深300,300价值,基本面60,基本面120,中证红利
74	申能股份	600642.XSHG	291.28	-0.17%	12.94	1.0	801160	公用事业I	801161	电力II	1576.9	-2.68	中证500,中证红利
75	中炬高新	600872.XSHG	359.6	-3.05%	53.89	9.52	801120	食品饮料I	801124	食品加工II	1576.89	-48.1	中证500
76	上海家化	600315.XSHG	201.37	-0.07%	32.12	3.24	801030	化工I	801034	化学制品II	1569.35	-1.1	中证500,养老产业
77	上汽集团	600104.XSHG	2716.4	0.91%	9.33	1.11	801880	汽车I	801094	汽车整车II	1565.1	14.24	上证50,沪深300,300价值,中证红利
78	宋城演艺	300144.XSHE	397.14	-0.22%	28.17	4.0	801210	休闲服务I	801212	景点II	1563.58	-3.44	沪深300,创业板,养老产业
79	中国人寿	601628.XSHG	9273.65	-2.21%	18.84	2.43	801790	非银金融I	801194	保险II	1557.95	-34.43	上证50,沪深300,养老产业,金融地产
80	通化东宝	600867.XSHG	269.91	-9.97%	32.17	5.39	801150	医药生物I	801152	生物制品II	1545.11	-154.05	沪深300,养老产业,全指医药
81	中联重科	000157.XSHE	468.18	-0.5%	11.16	1.24	801890	机械设备I	801074	专用设备II	1531.26	-7.66	沪深300,300价值,基本面60,基本面120,中证红利
82	顺鑫农业	000860.XSHE	371.25	-2.25%	42.54	5.09	801120	食品饮料I	801123	饮料制造II	1502.03	-33.8	中证500
83	吉比特	603444.XSHG	210.81	-2.4%	23.79	7.2	801760	传媒I	801752	互联网传媒II	1501.6	-36.04	中证500,中证传媒
84	上海医药	601607.XSHG	505.61	0.68%	12.94	1.24	801150	医药生物I	801154	医药商业II	1498.9	10.19	沪深300,养老产业,全指医药
85	巨人网络	002558.XSHE	358.32	0.74%	44.63	4.39	801760	传媒I	801752	互联网传媒II	1498.09	11.09	沪深300,养老产业,中证传媒
86	光大银行	601818.XSHG	2167.81	-1.2%	5.81	0.7	801780	银行I	801192	银行II	1495.0	-17.94	上证50,沪深300,300价值,中证红利,金融地产
87	协鑫集成	002506.XSHE	312.01	0.82%	295.21	7.23	801730	电气设备I	801733	电源设备II	1492.54	12.24	中证500,中证环保
88	万达电影	002739.XSHE	296.38	0.0%	161.19	1.52	801760	传媒I	801761	文化传媒II	1489.91	0.0	沪深300,基本面120,养老产业,中证传媒
89	欣旺达	300207.XSHE	271.94	-2.71%	35.12	4.93	801080	电子I	801085	电子制造II	1489.41	-40.36	中证500,创业板,中证环保
90	伟星新材	002372.XSHE	192.23	2.43%	18.91	5.35	801710	建筑材料I	801713	其他建材II	1487.79	36.15	中证500,中证红利,中证环保
91	中国石化	600028.XSHG	6041.45	-0.4%	13.02	0.83	801030	化工I	801035	石油化工II	1485.46	-5.94	上证50,沪深300,300价值,中证红利
92	三六零	601360.XSHG	1402.87	0.78%	22.64	5.04	801750	计算机I	801222	计算机应用II	1476.88	11.52	沪深300,养老产业,中证传媒
93	蓝色光标	300058.XSHE	130.03	0.97%	21.52	1.49	801760	传媒I	801751	营销传播II	1454.12	14.1	中证500,创业板,中证传媒
94	人民网	603000.XSHG	205.44	0.54%	85.67	6.96	801760	传媒I	801752	互联网传媒II	1450.66	7.83	中证500,中证传媒
95	宁波银行	002142.XSHE	1496.01	-0.34%	11.53	1.81	801780	银行I	801192	银行II	1443.69	-4.91	沪深300,基本面60,基本面120,中证红利,金融地产
96	中国国旅	601888.XSHG	1636.17	0.84%	35.68	8.4	801210	休闲服务I	801214	旅游综合II	1443.47	12.13	上证50,沪深300,养老产业
97	金地集团	600383.XSHG	537.24	-0.25%	6.49	1.1	801180	房地产I	801181	房地产开发II	1436.94	-3.59	沪深300,300价值,中证红利,金融地产
98	涪陵榨菜	002507.XSHE	192.76	-1.13%	29.36	6.92	801120	食品饮料I	801124	食品加工II	1433.05	-16.19	中证500,养老产业
99	四维图新	002405.XSHE	316.55	0.25%	111.44	4.3	801750	计算机I	801222	计算机应用II	1415.1	3.54	中证500
100	宁德时代	300750.XSHE	1930.36	0.0%	43.16	5.23	801730	电气设备I	801733	电源设备II	1411.74	0.0	基本面60,基本面120,创业板,中证环保
101	格林美	002340.XSHE	168.06	-1.22%	20.59	1.63	801050	有色金属I	801051	金属非金属新材料II	1399.22	-17.07	中证500,中证环保
102	华域汽车	600741.XSHG	817.19	-0.23%	12.4	1.7	801880	汽车I	801093	汽车零部件II	1397.4	-3.21	沪深300,300价值,中证红利
103	建设银行	601939.XSHG	17750.78	-0.56%	6.68	0.86	801780	银行I	801192	银行II	1395.95	-7.82	上证50,沪深300,300价值,中证红利,金融地产
104	宇通客车	600066.XSHG	310.62	-1.96%	12.79	1.95	801880	汽车I	801094	汽车整车II	1390.04	-27.24	沪深300,300价值,中证红利,中证环保
105	国海证券	000750.XSHE	195.18	1.09%	37.01	1.39	801790	非银金融I	801193	证券II	1385.91	15.11	中证500,证券公司,金融地产
106	中国电影	600977.XSHG	263.43	0.43%	24.61	2.23	801760	传媒I	801761	文化传媒II	1378.74	5.93	沪深300,养老产业,中证传媒
107	紫光国微	002049.XSHE	271.85	0.79%	63.92	6.55	801080	电子I	801081	半导体II	1376.46	10.87	中证500
108	国新健康	000503.XSHE	151.45	3.31%	-68.61	14.28	801150	医药生物I	801156	医疗服务II	1374.82	45.51	养老产业,中证传媒
109	方大特钢	600507.XSHG	129.58	-1.65%	6.86	2.11	801040	钢铁I	801041	钢铁II	1366.81	-22.55	中证500,中证红利
110	双汇发展	000895.XSHE	1028.65	-0.16%	19.77	6.77	801120	食品饮料I	801124	食品加工II	1355.14	-2.17	沪深300,300价值,基本面60,基本面120,中证红利
111	第一创业	002797.XSHE	251.82	1.27%	72.92	2.84	801790	非银金融I	801193	证券II	1353.34	17.19	中证500,证券公司,金融地产
112	吉林敖东	000623.XSHE	179.69	0.65%	14.99	0.83	801150	医药生物I	801151	化学制药II	1350.23	8.78	基本面120,中证500,全指医药
113	东方证券	600958.XSHG	679.78	0.41%	32.86	1.28	801790	非银金融I	801193	证券II	1347.19	5.52	沪深300,证券公司,金融地产
114	科伦药业	002422.XSHE	334.32	-2.35%	30.29	2.5	801150	医药生物I	801151	化学制药II	1343.12	-31.56	沪深300,基本面120,养老产业,全指医药
115	五粮液	000858.XSHE	4950.99	-2.49%	30.13	7.13	801120	食品饮料I	801123	饮料制造II	1334.27	-33.22	沪深300,基本面60,基本面120
116	依顿电子	603328.XSHG	97.83	1.24%	15.86	2.8	801080	电子I	801083	元件II	1332.2	16.52	中证500,中证红利
117	晶盛机电	300316.XSHE	173.92	-0.95%	28.59	3.97	801730	电气设备I	801733	电源设备II	1329.26	-12.63	中证500,创业板,中证环保
118	首旅酒店	600258.XSHG	175.62	0.4%	22.67	2.0	801210	休闲服务I	801213	酒店II	1311.61	5.25	中证500,养老产业
119	康力电梯	002367.XSHE	53.36	0.3%	34.45	1.82	801890	机械设备I	801074	专用设备II	1305.73	3.92	中证1000,中证红利
120	中国软件	600536.XSHG	335.21	0.74%	326.11	17.41	801750	计算机I	801222	计算机应用II	1301.6	9.63	中证500
121	海螺水泥	600585.XSHG	2427.08	-2.53%	7.37	1.9	801710	建筑材料I	801711	水泥制造II	1301.13	-32.92	上证50,沪深300,300价值,中证红利
122	阳光电源	300274.XSHE	148.91	1.29%	19.68	1.8	801730	电气设备I	801733	电源设备II	1297.31	16.74	中证500,创业板,中证环保
123	龙蟒佰利	002601.XSHE	264.16	-2.26%	11.09	1.94	801030	化工I	801034	化学制品II	1287.62	-29.1	沪深300,300价值,基本面60,基本面120,中证红利
124	白云山	600332.XSHG	540.41	0.0%	17.1	2.24	801150	医药生物I	801155	中药II	1282.82	0.0	沪深300,养老产业,全指医药
125	天坛生物	600161.XSHG	276.19	-0.15%	47.64	7.28	801150	医药生物I	801152	生物制品II	1279.79	-1.92	中证500,全指医药
126	山西证券	002500.XSHE	210.46	0.68%	34.29	1.66	801790	非银金融I	801193	证券II	1276.61	8.68	中证500,证券公司,金融地产
127	正邦科技	002157.XSHE	357.46	-1.48%	171.44	4.73	801010	农林牧渔I	801014	饲料II	1272.62	-18.83	中证500
128	华谊兄弟	300027.XSHE	122.42	0.46%	-5.9	1.54	801760	传媒I	801761	文化传媒II	1246.69	5.73	中证500,创业板,中证传媒
129	南京银行	601009.XSHG	701.48	-0.36%	5.66	0.94	801780	银行I	801192	银行II	1246.4	-4.49	沪深300,300价值,中证红利,金融地产
130	华大基因	300676.XSHE	237.22	-1.17%	70.48	5.32	801150	医药生物I	801153	医疗器械II	1242.48	-14.54	创业板,养老产业,全指医药
131	同仁堂	600085.XSHG	364.81	-0.97%	32.15	3.73	801150	医药生物I	801155	中药II	1234.88	-11.98	沪深300,养老产业,全指医药
132	川投能源	600674.XSHG	420.4	0.0%	12.26	1.61	801160	公用事业I	801161	电力II	1229.29	0.0	沪深300,300价值,中证红利,中证环保
133	康泰生物	300601.XSHE	493.14	-3.3%	100.57	20.14	801150	医药生物I	801152	生物制品II	1211.61	-39.98	创业板,全指医药
134	韦尔股份	603501.XSHG	1081.3	-0.52%	4086.72	14.15	801080	电子I	801081	半导体II	1207.42	-6.28	中证500
135	华西证券	002926.XSHE	248.06	0.96%	21.34	1.28	801790	非银金融I	801193	证券II	1207.04	11.59	中证500,证券公司,金融地产
136	东阿阿胶	000423.XSHE	220.21	-0.68%	20.61	2.07	801150	医药生物I	801155	中药II	1201.27	-8.17	沪深300,基本面120,养老产业,全指医药
137	康恩贝	600572.XSHG	166.17	0.48%	33.01	3.06	801150	医药生物I	801155	中药II	1199.52	5.76	中证500,全指医药
138	桃李面包	603866.XSHG	285.82	-0.64%	41.88	8.28	801120	食品饮料I	801124	食品加工II	1193.03	-7.64	中证500,养老产业
139	上海莱士	002252.XSHE	356.68	1.13%	93.77	3.11	801150	医药生物I	801152	生物制品II	1186.87	13.41	沪深300,养老产业,全指医药
140	利欧股份	002131.XSHE	145.66	7.35%	-8.08	1.8	801760	传媒I	801751	营销传播II	1186.32	87.19	中证500,中证传媒
141	鱼跃医疗	002223.XSHE	195.78	0.26%	24.11	3.23	801150	医药生物I	801153	医疗器械II	1182.6	3.07	中证500,全指医药
142	国信证券	002736.XSHE	931.52	0.71%	17.82	1.87	801790	非银金融I	801193	证券II	1176.42	8.35	沪深300,基本面60,基本面120,证券公司,金融地产
143	星徽精密	300464.XSHE	45.48	0.7%	49.85	2.61	801890	机械设备I	801072	通用机械II	1172.96	8.21	养老产业
144	益丰药房	603939.XSHG	289.65	-0.33%	55.07	6.53	801150	医药生物I	801154	医药商业II	1168.64	-3.86	中证500,全指医药
145	三钢闽光	002110.XSHE	206.91	-0.82%	4.98	1.16	801040	钢铁I	801041	钢铁II	1166.44	-9.56	基本面60,基本面120,中证500,中证红利
146	顺网科技	300113.XSHE	149.41	2.57%	64.37	5.43	801760	传媒I	801752	互联网传媒II	1153.54	29.65	中证500,创业板,中证传媒
147	兴业证券	601377.XSHG	414.52	0.81%	35.69	1.2	801790	非银金融I	801193	证券II	1145.81	9.28	沪深300,300价值,证券公司,金融地产
148	新华保险	601336.XSHG	1388.82	0.07%	10.5	1.74	801790	非银金融I	801194	保险II	1143.09	0.8	上证50,沪深300,养老产业,金融地产
149	长电科技	600584.XSHG	332.12	-1.43%	-29.17	2.7	801080	电子I	801081	半导体II	1139.81	-16.3	中证500
150	华海药业	600521.XSHG	248.34	0.64%	68.24	4.47	801150	医药生物I	801151	化学制药II	1137.23	7.28	中证500,全指医药
151	中国建筑	601668.XSHG	2144.95	-0.78%	5.24	0.88	801720	建筑装饰I	801721	房屋建设II	1133.47	-8.84	上证50,沪深300,300价值,中证红利
152	昆仑万维	300418.XSHE	165.77	1.7%	13.68	3.73	801760	传媒I	801752	互联网传媒II	1131.42	19.23	中证500,创业板,中证传媒
153	歌华有线	600037.XSHG	119.28	0.47%	19.24	0.9	801760	传媒I	801761	文化传媒II	1131.17	5.32	中证500,中证传媒
154	华鲁恒升	600426.XSHG	271.65	-1.3%	11.33	1.99	801030	化工I	801034	化学制品II	1130.15	-14.69	中证500
155	泸州老窖	000568.XSHE	1197.44	-3.25%	26.43	6.45	801120	食品饮料I	801123	饮料制造II	1126.03	-36.6	沪深300,基本面60,基本面120,中证红利
156	天士力	600535.XSHG	230.83	1.4%	17.65	2.08	801150	医药生物I	801155	中药II	1123.79	15.73	沪深300,养老产业,全指医药
157	汇川技术	300124.XSHE	436.6	-0.87%	42.85	6.48	801730	电气设备I	801732	电气自动化设备II	1122.17	-9.76	沪深300,创业板,中证环保
158	江苏租赁	600901.XSHG	179.2	0.67%	11.93	1.54	801790	非银金融I	801191	多元金融II	1112.23	7.45	中证500,养老产业,金融地产
159	东北证券	000686.XSHE	183.26	0.51%	20.4	1.18	801790	非银金融I	801193	证券II	1111.67	5.67	中证500,证券公司,金融地产
160	华安证券	600909.XSHG	216.54	0.5%	20.25	1.66	801790	非银金融I	801193	证券II	1100.69	5.5	中证500,证券公司,金融地产
161	安科生物	300009.XSHE	157.02	-2.29%	54.42	5.68	801150	医药生物I	801152	生物制品II	1097.46	-25.13	中证500,创业板,全指医药
162	TCL集团	000100.XSHE	519.49	2.67%	14.61	1.71	801080	电子I	801084	光学光电子II	1091.66	29.15	沪深300,300价值,基本面60,基本面120,养老产业
163	辽宁成大	600739.XSHG	221.5	-0.89%	19.94	1.03	801150	医药生物I	801152	生物制品II	1091.51	-9.71	中证500
164	视觉中国	000681.XSHE	139.34	-0.15%	44.11	4.52	801760	传媒I	801752	互联网传媒II	1087.66	-1.63	中证500,中证传媒
165	承德露露	000848.XSHE	73.88	0.4%	17.36	3.9	801120	食品饮料I	801123	饮料制造II	1085.89	4.34	中证500,中证红利
166	人福医药	600079.XSHG	173.82	-1.15%	-7.69	1.78	801150	医药生物I	801151	化学制药II	1085.42	-12.48	中证500,全指医药
167	锦江酒店	600754.XSHG	230.67	1.18%	21.28	1.77	801210	休闲服务I	801213	酒店II	1072.67	12.66	中证500,养老产业
168	亿纬锂能	300014.XSHE	433.98	-0.69%	32.13	6.04	801080	电子I	801082	其他电子II	1070.18	-7.38	中证1000,创业板,中证环保
169	水晶光电	002273.XSHE	149.45	-0.67%	35.32	3.74	801080	电子I	801084	光学光电子II	1067.36	-7.15	中证500
170	中文传媒	600373.XSHG	161.79	0.84%	9.6	1.19	801760	传媒I	801752	互联网传媒II	1061.66	8.92	中证500,中证传媒
171	华润三九	000999.XSHE	287.7	-1.77%	12.57	2.32	801150	医药生物I	801155	中药II	1060.46	-18.77	基本面120,中证500,全指医药
172	长信科技	300088.XSHE	183.57	0.63%	22.5	3.43	801080	电子I	801084	光学光电子II	1055.69	6.65	中证500,创业板
173	长江证券	000783.XSHE	345.04	0.65%	30.04	1.28	801790	非银金融I	801193	证券II	1051.19	6.83	沪深300,300价值,基本面60,基本面120,证券公司,金融地产
174	特锐德	300001.XSHE	160.01	0.25%	83.93	4.95	801730	电气设备I	801734	高低压设备II	1045.48	2.61	中证500,创业板,中证环保
175	兴蓉环境	000598.XSHE	134.68	0.22%	12.56	1.21	801160	公用事业I	801164	水务II	1044.45	2.3	中证500,中证环保
176	长安汽车	000625.XSHE	409.19	2.53%	-13.02	0.94	801880	汽车I	801094	汽车整车II	1042.66	26.38	沪深300,300价值,基本面60,基本面120,中证红利
177	方正证券	601901.XSHG	550.73	0.75%	42.97	1.42	801790	非银金融I	801193	证券II	1042.49	7.82	沪深300,证券公司,金融地产
178	威孚高科	000581.XSHE	187.66	0.65%	9.08	1.14	801880	汽车I	801093	汽车零部件II	1042.12	6.77	基本面120,中证500,中证环保
179	晨鸣纸业	000488.XSHE	137.39	0.0%	12.53	0.81	801140	轻工制造I	801143	造纸II	1039.37	0.0	基本面120,中证500,中证红利
180	梅花生物	600873.XSHG	128.52	0.0%	11.4	1.45	801010	农林牧渔I	801012	农产品加工II	1038.48	0.0	中证1000,中证红利
181	国投电力	600886.XSHG	567.99	-0.71%	11.13	1.57	801160	公用事业I	801161	电力II	1038.44	-7.37	沪深300,300价值,中证红利,中证环保
