	date	value	pe	pb
51	2005/03/28	96.0	25.75	1.76
52	2005/03/29	96.0	25.6	1.76
53	2005/03/30	96.0	25.51	1.73
54	2005/03/31	96.0	25.65	1.72
55	2005/04/01	96.0	26.44	1.77
56	2005/04/04	96.0	25.52	1.74
57	2005/04/05	96.0	25.26	1.72
58	2005/04/06	96.0	25.47	1.75
59	2005/04/07	96.0	25.99	1.78
60	2005/04/08	96.0	26.43	1.81
61	2005/04/11	96.0	26.07	1.81
62	2005/04/12	96.0	25.54	1.76
63	2005/04/13	96.0	26.03	1.81
64	2005/04/14	96.0	25.46	1.78
65	2005/04/15	96.0	24.66	1.73
66	2005/04/18	96.0	25.04	1.7
67	2005/04/19	96.0	25.52	1.71
68	2005/04/20	96.0	24.89	1.66
69	2005/04/21	96.0	24.3	1.61
70	2005/04/22	96.0	23.59	1.58
71	2005/04/25	97.0	23.19	1.56
72	2005/04/26	97.0	23.37	1.59
73	2005/04/27	98.0	22.62	1.55
74	2005/04/28	98.0	22.86	1.59
75	2005/04/29	98.0	21.92	1.58
76	2005/05/09	100.0	21.21	1.55
77	2005/05/10	100.0	21.48	1.56
78	2005/05/11	100.0	21.48	1.56
79	2005/05/12	100.0	21.05	1.54
80	2005/05/13	100.0	20.77	1.53
81	2005/05/16	100.0	20.32	1.51
82	2005/05/17	100.0	20.73	1.54
83	2005/05/18	100.0	20.9	1.56
84	2005/05/19	100.0	21.18	1.57
85	2005/05/20	100.0	21.06	1.56
86	2005/05/23	100.0	20.43	1.51
87	2005/05/24	100.0	20.81	1.55
88	2005/05/25	100.0	20.9	1.56
89	2005/05/26	100.0	20.62	1.55
90	2005/05/27	100.0	20.51	1.54
91	2005/05/30	100.0	20.68	1.56
92	2005/05/31	100.0	20.66	1.56
93	2005/06/01	100.0	20.23	1.54
94	2005/06/02	100.0	20.03	1.53
95	2005/06/03	100.0	19.93	1.52
96	2005/06/06	100.0	20.19	1.54
97	2005/06/07	100.0	20.35	1.55
98	2005/06/08	100.0	21.93	1.66
99	2005/06/09	100.0	22.01	1.67
100	2005/06/10	100.0	21.62	1.65
101	2005/06/13	100.0	21.64	1.65
102	2005/06/14	100.0	21.29	1.62
103	2005/06/15	100.0	20.7	1.57
104	2005/06/16	100.0	20.89	1.57
105	2005/06/17	100.0	20.88	1.57
106	2005/06/20	100.0	21.41	1.61
107	2005/06/21	100.0	21.22	1.6
108	2005/06/22	100.0	21.28	1.61
109	2005/06/23	100.0	21.13	1.59
110	2005/06/24	100.0	21.24	1.6
111	2005/06/27	100.0	21.83	1.64
112	2005/06/28	100.0	21.67	1.62
113	2005/06/29	100.0	21.55	1.61
114	2005/06/30	100.0	20.89	1.55
115	2005/07/01	100.0	20.22	1.49
116	2005/07/04	100.0	20.06	1.47
117	2005/07/05	100.0	19.94	1.46
118	2005/07/06	100.0	19.79	1.46
119	2005/07/07	100.0	19.89	1.46
120	2005/07/08	100.0	19.23	1.41
121	2005/07/11	100.0	18.83	1.38
122	2005/07/12	100.0	19.46	1.42
123	2005/07/13	100.0	19.39	1.41
124	2005/07/14	100.0	19.42	1.42
125	2005/07/15	100.0	18.95	1.37
126	2005/07/18	100.0	18.52	1.33
127	2005/07/19	100.0	18.89	1.36
128	2005/07/20	100.0	19.16	1.38
129	2005/07/21	100.0	19.12	1.37
130	2005/07/22	100.0	19.95	1.42
131	2005/07/25	100.0	20.23	1.44
132	2005/07/26	100.0	20.89	1.48
133	2005/07/27	100.0	21.25	1.5
134	2005/07/28	100.0	21.15	1.49
135	2005/07/29	100.0	20.93	1.48
136	2005/08/01	100.0	20.81	1.49
137	2005/08/02	100.0	21.32	1.53
138	2005/08/03	100.0	21.52	1.54
139	2005/08/04	100.0	21.75	1.54
140	2005/08/05	100.0	22.22	1.59
141	2005/08/08	100.0	22.4	1.6
142	2005/08/09	100.0	22.65	1.63
143	2005/08/10	100.0	22.81	1.64
144	2005/08/11	99.0	23.16	1.65
145	2005/08/12	100.0	22.62	1.61
146	2005/08/15	99.0	23.05	1.63
147	2005/08/16	99.0	22.87	1.62
148	2005/08/17	99.0	23.14	1.65
149	2005/08/18	99.0	22.17	1.59
150	2005/08/19	99.0	21.79	1.59
151	2005/08/22	98.0	22.5	1.61
152	2005/08/23	98.0	21.88	1.57
153	2005/08/24	97.0	22.04	1.6
154	2005/08/25	97.0	22.12	1.63
155	2005/08/26	97.0	21.99	1.64
156	2005/08/29	97.0	21.69	1.62
157	2005/08/30	97.0	21.33	1.6
158	2005/08/31	97.0	21.78	1.64
159	2005/09/01	97.0	22.53	1.69
160	2005/09/02	97.0	22.58	1.7
161	2005/09/05	97.0	22.93	1.73
162	2005/09/06	97.0	22.76	1.7
163	2005/09/07	97.0	23.47	1.76
164	2005/09/08	97.0	23.42	1.76
165	2005/09/09	97.0	23.13	1.74
166	2005/09/12	97.0	23.11	1.74
167	2005/09/13	97.0	23.52	1.78
168	2005/09/14	97.0	23.73	1.8
169	2005/09/15	97.0	23.77	1.8
170	2005/09/16	97.0	23.73	1.8
171	2005/09/19	97.0	23.97	1.83
172	2005/09/20	97.0	23.7	1.81
173	2005/09/21	97.0	23.16	1.78
174	2005/09/22	97.0	22.33	1.7
175	2005/09/23	97.0	22.07	1.67
176	2005/09/26	97.0	22.23	1.68
177	2005/09/27	97.0	21.79	1.64
178	2005/09/28	97.0	21.9	1.64
179	2005/09/29	97.0	22.45	1.68
180	2005/09/30	97.0	22.38	1.68
181	2005/10/10	97.0	22.01	1.65
182	2005/10/11	97.0	22.42	1.68
183	2005/10/12	97.0	22.62	1.7
184	2005/10/13	97.0	22.54	1.69
185	2005/10/14	97.0	22.35	1.68
186	2005/10/17	97.0	22.46	1.68
187	2005/10/18	97.0	22.86	1.7
188	2005/10/19	97.0	22.73	1.69
189	2005/10/20	97.0	22.74	1.68
190	2005/10/21	97.0	22.71	1.7
191	2005/10/24	97.0	23.32	1.7
192	2005/10/25	97.0	22.19	1.66
193	2005/10/26	97.0	21.14	1.6
194	2005/10/27	97.0	20.96	1.57
195	2005/10/28	97.0	20.14	1.52
196	2005/10/31	97.0	19.95	1.53
197	2005/11/01	97.0	19.74	1.52
198	2005/11/02	97.0	20.15	1.56
199	2005/11/03	97.0	19.8	1.54
200	2005/11/04	97.0	20.01	1.56
201	2005/11/07	97.0	20.07	1.57
202	2005/11/08	97.0	20.37	1.59
203	2005/11/09	97.0	20.43	1.58
204	2005/11/10	97.0	19.91	1.53
205	2005/11/11	97.0	20.02	1.54
206	2005/11/14	97.0	20.13	1.55
207	2005/11/15	97.0	19.96	1.55
208	2005/11/16	97.0	20.12	1.56
209	2005/11/17	97.0	20.25	1.56
210	2005/11/18	97.0	20.6	1.59
211	2005/11/21	97.0	20.71	1.61
212	2005/11/22	97.0	20.34	1.57
213	2005/11/23	97.0	20.5	1.58
214	2005/11/24	97.0	20.56	1.59
215	2005/11/25	97.0	20.61	1.59
216	2005/11/28	97.0	20.62	1.59
217	2005/11/29	97.0	20.26	1.57
218	2005/11/30	97.0	20.43	1.57
219	2005/12/01	97.0	20.3	1.57
220	2005/12/02	97.0	20.07	1.54
221	2005/12/05	97.0	19.62	1.5
222	2005/12/06	97.0	19.74	1.51
223	2005/12/07	97.0	19.94	1.53
224	2005/12/08	97.0	19.91	1.52
225	2005/12/09	97.0	20.32	1.55
226	2005/12/12	97.0	20.46	1.56
227	2005/12/13	97.0	20.5	1.56
228	2005/12/14	97.0	20.76	1.58
229	2005/12/15	97.0	20.62	1.57
230	2005/12/16	97.0	20.74	1.59
231	2005/12/19	97.0	20.74	1.59
232	2005/12/20	97.0	20.79	1.59
233	2005/12/21	97.0	20.64	1.58
234	2005/12/22	97.0	20.74	1.58
235	2005/12/23	97.0	20.98	1.6
236	2005/12/26	97.0	21.14	1.61
237	2005/12/27	97.0	21.14	1.62
238	2005/12/28	97.0	21.24	1.62
239	2005/12/29	97.0	21.4	1.63
240	2005/12/30	97.0	21.23	1.62
241	2006/01/04	97.0	21.55	1.66
242	2006/01/05	97.0	21.92	1.68
243	2006/01/06	97.0	22.08	1.7
244	2006/01/09	97.0	22.23	1.71
245	2006/01/10	97.0	22.35	1.72
246	2006/01/11	97.0	22.27	1.71
247	2006/01/12	97.0	22.54	1.74
248	2006/01/13	97.0	22.43	1.74
249	2006/01/16	97.0	21.96	1.71
250	2006/01/17	97.0	22.03	1.72
251	2006/01/18	97.0	22.49	1.75
252	2006/01/19	97.0	22.65	1.76
253	2006/01/20	97.0	22.62	1.75
254	2006/01/23	97.0	22.88	1.75
255	2006/01/24	97.0	23.35	1.75
256	2006/01/25	97.0	23.64	1.76
257	2006/02/06	97.0	24.11	1.79
258	2006/02/07	97.0	23.95	1.79
259	2006/02/08	97.0	23.95	1.79
260	2006/02/09	97.0	23.49	1.76
261	2006/02/10	97.0	23.63	1.78
262	2006/02/13	97.0	23.69	1.77
263	2006/02/14	97.0	24.01	1.79
264	2006/02/15	97.0	24.56	1.8
265	2006/02/16	97.0	24.09	1.75
266	2006/02/17	97.0	24.41	1.76
267	2006/02/20	97.0	24.9	1.78
268	2006/02/21	97.0	25.19	1.8
269	2006/02/22	97.0	25.09	1.8
270	2006/02/23	97.0	25.14	1.81
271	2006/02/24	97.0	25.44	1.82
272	2006/02/27	96.0	24.9	1.81
273	2006/02/28	96.0	25.52	1.81
274	2006/03/01	97.0	25.88	1.82
275	2006/03/02	97.0	25.35	1.79
276	2006/03/03	97.0	25.29	1.78
277	2006/03/06	97.0	25.02	1.76
278	2006/03/07	97.0	24.22	1.72
279	2006/03/08	97.0	23.92	1.71
280	2006/03/09	97.0	23.84	1.7
281	2006/03/10	97.0	23.96	1.7
282	2006/03/13	97.0	24.49	1.73
283	2006/03/14	97.0	24.26	1.72
284	2006/03/15	97.0	24.51	1.73
285	2006/03/16	97.0	24.72	1.74
286	2006/03/17	97.0	24.67	1.73
287	2006/03/20	96.0	25.58	1.77
288	2006/03/21	96.0	25.68	1.77
289	2006/03/22	96.0	25.88	1.8
290	2006/03/23	96.0	25.77	1.8
291	2006/03/24	96.0	25.72	1.79
292	2006/03/27	96.0	26.51	1.82
293	2006/03/28	96.0	27.0	1.85
294	2006/03/29	96.0	27.58	1.86
295	2006/03/30	96.0	27.47	1.85
296	2006/03/31	96.0	27.99	1.85
297	2006/04/03	96.0	28.76	1.88
298	2006/04/04	96.0	29.05	1.89
299	2006/04/05	96.0	29.53	1.92
300	2006/04/06	96.0	29.63	1.91
301	2006/04/07	96.0	29.78	1.94
302	2006/04/10	97.0	30.79	2.0
303	2006/04/11	97.0	30.96	2.02
304	2006/04/12	97.0	30.69	2.01
305	2006/04/13	97.0	29.7	1.94
306	2006/04/14	97.0	30.41	1.98
307	2006/04/17	97.0	30.88	1.98
308	2006/04/18	97.0	30.86	1.98
309	2006/04/19	97.0	31.09	2.0
310	2006/04/20	97.0	30.81	1.96
311	2006/04/21	97.0	31.2	1.97
312	2006/04/24	97.0	30.58	1.92
313	2006/04/25	97.0	30.95	1.93
314	2006/04/26	97.0	31.36	1.95
315	2006/04/27	97.0	31.24	1.95
316	2006/04/28	98.0	31.11	1.94
317	2006/05/08	96.0	32.91	2.02
318	2006/05/09	96.0	33.71	2.07
319	2006/05/10	96.0	33.92	2.1
320	2006/05/11	96.0	33.05	2.07
321	2006/05/12	96.0	32.88	2.08
322	2006/05/15	96.0	33.82	2.15
323	2006/05/16	96.0	32.77	2.09
324	2006/05/17	96.0	33.26	2.11
325	2006/05/18	96.0	33.41	2.13
326	2006/05/19	96.0	34.01	2.17
327	2006/05/22	96.0	34.89	2.24
328	2006/05/23	96.0	33.55	2.17
329	2006/05/24	96.0	33.42	2.15
330	2006/05/25	96.0	34.28	2.2
331	2006/05/26	96.0	34.44	2.22
332	2006/05/29	96.0	34.73	2.25
333	2006/05/30	96.0	35.21	2.28
334	2006/05/31	96.0	34.89	2.26
335	2006/06/01	96.0	35.78	2.32
336	2006/06/02	96.0	35.08	2.32
337	2006/06/05	96.0	35.41	2.35
338	2006/06/06	96.0	34.87	2.34
339	2006/06/07	96.0	32.91	2.21
340	2006/06/08	96.0	32.87	2.21
341	2006/06/09	96.0	32.18	2.15
342	2006/06/12	96.0	32.32	2.16
343	2006/06/13	96.0	32.37	2.17
344	2006/06/14	96.0	31.99	2.15
345	2006/06/15	96.0	32.09	2.15
346	2006/06/16	96.0	32.97	2.2
347	2006/06/19	96.0	33.26	2.22
348	2006/06/20	96.0	33.49	2.24
349	2006/06/21	96.0	33.15	2.21
350	2006/06/22	96.0	33.03	2.21
351	2006/06/23	96.0	33.23	2.22
352	2006/06/26	96.0	33.65	2.25
353	2006/06/27	96.0	33.39	2.24
354	2006/06/28	96.0	33.42	2.23
355	2006/06/29	96.0	34.53	2.29
356	2006/06/30	96.0	34.54	2.24
357	2006/07/03	96.0	35.5	2.3
358	2006/07/04	96.0	35.19	2.28
359	2006/07/05	97.0	34.7	2.25
360	2006/07/06	97.0	35.41	2.3
361	2006/07/07	97.0	35.18	2.3
362	2006/07/10	97.0	36.02	2.35
363	2006/07/11	97.0	36.4	2.37
364	2006/07/12	97.0	36.83	2.38
365	2006/07/13	97.0	34.97	2.24
366	2006/07/14	97.0	35.81	2.28
367	2006/07/17	97.0	36.84	2.34
368	2006/07/18	97.0	37.2	2.36
369	2006/07/19	97.0	36.36	2.3
370	2006/07/20	97.0	36.53	2.32
371	2006/07/21	97.0	37.32	2.36
372	2006/07/24	97.0	37.55	2.38
373	2006/07/25	97.0	37.81	2.39
374	2006/07/26	97.0	37.78	2.39
375	2006/07/27	97.0	37.22	2.37
376	2006/07/28	97.0	37.14	2.36
377	2006/07/31	98.0	35.43	2.26
378	2006/08/01	98.0	35.21	2.24
379	2006/08/02	98.0	35.29	2.24
380	2006/08/03	97.0	34.99	2.24
381	2006/08/04	97.0	34.22	2.18
382	2006/08/07	97.0	33.3	2.11
383	2006/08/08	97.0	34.25	2.18
384	2006/08/09	97.0	34.16	2.18
385	2006/08/10	97.0	34.87	2.22
386	2006/08/11	97.0	34.84	2.24
387	2006/08/14	97.0	34.11	2.19
388	2006/08/15	97.0	35.38	2.26
389	2006/08/16	97.0	35.78	2.29
390	2006/08/17	98.0	35.02	2.26
391	2006/08/18	98.0	34.54	2.25
392	2006/08/21	98.0	34.68	2.25
393	2006/08/22	98.0	34.67	2.26
394	2006/08/23	98.0	34.6	2.25
395	2006/08/24	99.0	34.81	2.27
396	2006/08/25	99.0	35.24	2.29
397	2006/08/28	101.0	36.68	2.4
398	2006/08/29	101.0	36.43	2.39
399	2006/08/30	101.0	37.25	2.45
400	2006/08/31	101.0	37.51	2.47
401	2006/09/01	101.0	36.89	2.42
402	2006/09/04	101.0	37.82	2.48
403	2006/09/05	101.0	37.87	2.48
404	2006/09/06	101.0	37.47	2.46
405	2006/09/07	101.0	36.98	2.43
406	2006/09/08	101.0	37.22	2.44
407	2006/09/11	101.0	38.18	2.49
408	2006/09/12	101.0	38.18	2.49
409	2006/09/13	101.0	37.79	2.47
410	2006/09/14	101.0	37.67	2.47
411	2006/09/15	101.0	38.24	2.5
412	2006/09/18	101.0	38.71	2.54
413	2006/09/19	101.0	38.55	2.53
414	2006/09/20	101.0	39.3	2.57
415	2006/09/21	101.0	39.36	2.57
416	2006/09/22	101.0	39.19	2.55
417	2006/09/25	101.0	39.16	2.55
418	2006/09/26	101.0	38.28	2.5
419	2006/09/27	101.0	38.63	2.53
420	2006/09/28	101.0	38.66	2.53
421	2006/09/29	101.0	39.2	2.57
422	2006/10/09	101.0	39.43	2.52
423	2006/10/10	101.0	38.59	2.48
424	2006/10/11	101.0	38.7	2.49
425	2006/10/12	101.0	38.26	2.46
426	2006/10/13	101.0	38.49	2.46
427	2006/10/16	102.0	38.48	2.44
428	2006/10/17	102.0	38.53	2.43
429	2006/10/18	102.0	39.43	2.48
430	2006/10/19	102.0	39.18	2.46
431	2006/10/20	102.0	38.89	2.44
432	2006/10/23	102.0	37.72	2.36
433	2006/10/24	102.0	38.84	2.42
434	2006/10/25	102.0	38.7	2.41
435	2006/10/26	102.0	38.84	2.42
436	2006/10/27	103.0	38.34	2.39
437	2006/10/30	103.0	38.03	2.37
438	2006/10/31	103.0	38.57	2.41
439	2006/11/01	103.0	38.55	2.43
440	2006/11/02	103.0	38.35	2.41
441	2006/11/03	103.0	38.91	2.43
442	2006/11/06	103.0	38.71	2.41
443	2006/11/07	103.0	38.62	2.39
444	2006/11/08	103.0	38.22	2.37
445	2006/11/09	103.0	39.51	2.43
446	2006/11/10	103.0	38.82	2.38
447	2006/11/13	103.0	38.73	2.36
448	2006/11/14	103.0	39.16	2.38
449	2006/11/15	103.0	40.2	2.43
450	2006/11/16	103.0	39.84	2.4
451	2006/11/17	103.0	40.99	2.47
452	2006/11/20	103.0	41.92	2.51
453	2006/11/21	103.0	42.21	2.51
454	2006/11/22	103.0	42.29	2.52
455	2006/11/23	103.0	42.9	2.55
456	2006/11/24	103.0	43.92	2.62
457	2006/11/27	103.0	44.32	2.64
458	2006/11/28	103.0	44.83	2.67
459	2006/11/29	103.0	45.04	2.68
460	2006/11/30	103.0	46.58	2.75
461	2006/12/01	103.0	46.36	2.73
462	2006/12/04	103.0	47.16	2.78
463	2006/12/05	103.0	48.14	2.83
464	2006/12/06	103.0	46.81	2.77
465	2006/12/07	103.0	45.87	2.72
466	2006/12/08	103.0	43.81	2.6
467	2006/12/11	103.0	45.92	2.7
468	2006/12/12	103.0	46.4	2.72
469	2006/12/13	103.0	46.39	2.72
470	2006/12/14	103.0	47.15	2.76
471	2006/12/15	103.0	48.02	2.8
472	2006/12/18	103.0	49.11	2.84
473	2006/12/19	103.0	48.64	2.82
474	2006/12/20	103.0	49.25	2.87
475	2006/12/21	103.0	48.88	2.86
476	2006/12/22	103.0	48.46	2.85
477	2006/12/25	103.0	49.37	2.89
478	2006/12/26	103.0	48.86	2.86
479	2006/12/27	103.0	49.53	2.86
480	2006/12/28	103.0	48.87	2.81
481	2006/12/29	103.0	49.89	2.84
482	2007/01/04	103.0	50.12	2.53
483	2007/01/05	103.0	50.08	2.55
484	2007/01/08	103.0	52.29	2.66
485	2007/01/09	104.0	54.15	2.75
486	2007/01/10	104.0	55.75	2.82
487	2007/01/11	104.0	55.02	2.81
488	2007/01/12	104.0	53.0	2.7
489	2007/01/15	104.0	55.94	2.85
490	2007/01/16	104.0	58.41	2.95
491	2007/01/17	104.0	54.86	2.8
492	2007/01/18	104.0	53.22	2.74
493	2007/01/19	104.0	54.59	2.83
494	2007/01/22	104.0	57.11	2.96
495	2007/01/23	104.0	58.64	3.05
496	2007/01/24	104.0	59.47	3.09
497	2007/01/25	104.0	57.5	2.99
498	2007/01/26	104.0	59.12	3.05
499	2007/01/29	104.0	60.64	3.14
500	2007/01/30	104.0	58.57	3.06
501	2007/01/31	104.0	55.13	2.89
502	2007/02/01	104.0	55.62	2.91
503	2007/02/02	104.0	52.68	2.82
504	2007/02/05	106.0	53.49	2.87
505	2007/02/06	106.0	55.09	2.96
506	2007/02/07	107.0	56.58	3.02
507	2007/02/08	107.0	56.79	3.05
508	2007/02/09	107.0	56.9	3.06
509	2007/02/12	107.0	59.41	3.17
510	2007/02/13	107.0	60.56	3.22
511	2007/02/14	108.0	61.81	3.3
512	2007/02/15	108.0	63.48	3.41
513	2007/02/16	108.0	63.51	3.42
514	2007/02/26	108.0	64.61	3.54
515	2007/02/27	108.0	59.62	3.25
516	2007/02/28	108.0	62.86	3.45
517	2007/03/01	109.0	62.62	3.46
518	2007/03/02	109.0	64.09	3.53
519	2007/03/05	109.0	65.0	3.58
520	2007/03/06	109.0	65.12	3.58
521	2007/03/07	109.0	66.36	3.66
522	2007/03/08	109.0	67.67	3.74
523	2007/03/09	109.0	68.22	3.75
524	2007/03/12	109.0	69.63	3.85
525	2007/03/13	109.0	69.92	3.88
526	2007/03/14	109.0	68.83	3.84
527	2007/03/15	109.0	70.5	3.92
528	2007/03/16	110.0	69.63	3.87
529	2007/03/19	110.0	71.04	3.94
530	2007/03/20	110.0	72.22	4.03
531	2007/03/21	110.0	73.79	4.1
532	2007/03/22	110.0	72.71	4.09
533	2007/03/23	111.0	72.78	4.15
534	2007/03/26	111.0	74.08	4.26
535	2007/03/27	111.0	75.3	4.34
536	2007/03/28	111.0	74.69	4.32
537	2007/03/29	111.0	73.67	4.27
538	2007/03/30	111.0	73.89	4.31
539	2007/04/02	112.0	75.6	4.34
540	2007/04/03	112.0	76.56	4.4
541	2007/04/04	112.0	76.56	4.43
542	2007/04/05	112.0	77.89	4.52
543	2007/04/06	112.0	78.55	4.58
544	2007/04/09	112.0	79.67	4.67
545	2007/04/10	112.0	73.61	4.67
546	2007/04/11	112.0	74.41	4.73
547	2007/04/12	113.0	75.61	4.83
548	2007/04/13	113.0	75.01	4.8
549	2007/04/16	113.0	75.52	4.93
550	2007/04/17	113.0	77.15	5.1
551	2007/04/18	113.0	76.82	5.19
552	2007/04/19	113.0	72.03	4.89
553	2007/04/20	112.0	72.03	5.16
554	2007/04/23	111.0	72.13	5.35
555	2007/04/24	111.0	68.76	5.4
556	2007/04/25	110.0	66.79	5.41
557	2007/04/26	108.0	63.68	5.49
558	2007/04/27	110.0	59.0	5.55
559	2007/04/30	109.0	58.8	5.69
560	2007/05/08	108.0	60.69	5.91
561	2007/05/09	108.0	61.56	6.03
562	2007/05/10	108.0	62.15	6.08
563	2007/05/11	108.0	62.01	6.06
564	2007/05/14	108.0	63.35	6.16
565	2007/05/15	109.0	61.52	5.96
566	2007/05/16	109.0	62.79	6.1
567	2007/05/17	109.0	64.6	6.27
568	2007/05/18	109.0	64.98	6.31
569	2007/05/21	109.0	66.38	6.46
570	2007/05/22	109.0	68.01	6.65
571	2007/05/23	109.0	69.53	6.84
572	2007/05/24	109.0	69.86	6.89
573	2007/05/25	109.0	70.32	6.97
574	2007/05/28	109.0	72.06	7.13
575	2007/05/29	109.0	73.77	7.31
576	2007/05/30	109.0	69.02	6.81
577	2007/05/31	109.0	68.96	6.71
578	2007/06/01	109.0	64.81	6.22
579	2007/06/04	109.0	59.51	5.68
580	2007/06/05	109.0	60.36	5.7
581	2007/06/06	109.0	61.66	5.8
582	2007/06/07	109.0	64.7	6.1
583	2007/06/08	109.0	65.33	6.17
584	2007/06/11	109.0	66.91	6.29
585	2007/06/12	109.0	68.46	6.4
586	2007/06/13	109.0	71.13	6.68
587	2007/06/14	109.0	70.18	6.58
588	2007/06/15	109.0	70.57	6.61
589	2007/06/18	109.0	73.45	6.85
590	2007/06/19	109.0	74.98	7.0
591	2007/06/20	109.0	73.07	6.82
592	2007/06/21	109.0	73.47	6.81
593	2007/06/22	109.0	70.77	6.47
594	2007/06/25	109.0	66.96	6.09
595	2007/06/26	109.0	67.87	6.19
596	2007/06/27	109.0	69.75	6.39
597	2007/06/28	109.0	65.96	6.02
598	2007/06/29	109.0	63.63	5.78
599	2007/07/02	109.0	63.93	5.51
600	2007/07/03	109.0	65.1	5.59
601	2007/07/04	109.0	64.08	5.47
602	2007/07/05	109.0	59.98	5.1
603	2007/07/06	109.0	63.2	5.39
604	2007/07/09	110.0	66.31	5.65
605	2007/07/10	110.0	65.78	5.57
606	2007/07/11	110.0	66.93	5.67
607	2007/07/12	110.0	67.51	5.7
608	2007/07/13	110.0	67.47	5.69
609	2007/07/16	110.0	65.27	5.51
610	2007/07/17	110.0	68.16	5.74
611	2007/07/18	111.0	67.89	5.84
612	2007/07/19	113.0	68.16	5.92
613	2007/07/20	113.0	72.28	6.31
614	2007/07/23	113.0	74.99	6.52
615	2007/07/24	113.0	74.02	6.59
616	2007/07/25	113.0	73.97	6.76
617	2007/07/26	113.0	74.28	6.87
618	2007/07/27	113.0	75.13	6.97
619	2007/07/30	113.0	75.12	7.09
620	2007/07/31	113.0	74.98	7.11
621	2007/08/01	113.0	73.29	6.9
622	2007/08/02	113.0	77.42	7.29
623	2007/08/03	113.0	80.24	7.54
624	2007/08/06	113.0	80.71	7.59
625	2007/08/07	113.0	79.21	7.46
626	2007/08/08	114.0	77.04	7.34
627	2007/08/09	114.0	78.58	7.51
628	2007/08/10	114.0	74.43	7.24
629	2007/08/13	115.0	73.05	7.17
630	2007/08/14	115.0	74.14	7.34
631	2007/08/15	115.0	73.72	7.37
632	2007/08/16	115.0	72.71	7.33
633	2007/08/17	115.0	69.89	7.23
634	2007/08/20	117.0	70.34	7.66
635	2007/08/21	117.0	29.89	7.69
636	2007/08/22	118.0	30.07	7.74
637	2007/08/23	118.0	30.28	7.86
638	2007/08/24	118.0	30.28	7.89
639	2007/08/27	118.0	29.99	7.98
640	2007/08/28	118.0	29.79	7.91
641	2007/08/29	118.0	29.71	7.94
642	2007/08/30	119.0	30.02	8.04
643	2007/08/31	119.0	30.09	8.16
644	2007/09/03	119.0	30.26	8.29
645	2007/09/04	119.0	30.26	8.26
646	2007/09/05	119.0	30.1	8.17
647	2007/09/06	119.0	30.2	8.27
648	2007/09/07	119.0	29.81	8.02
649	2007/09/10	119.0	29.97	8.14
650	2007/09/11	119.0	29.13	7.62
651	2007/09/12	119.0	29.27	7.67
652	2007/09/13	119.0	29.67	7.88
653	2007/09/14	119.0	29.7	7.9
654	2007/09/17	119.0	29.86	8.04
655	2007/09/18	119.0	29.74	8.0
656	2007/09/19	120.0	29.94	7.96
657	2007/09/20	120.0	29.99	8.01
658	2007/09/21	121.0	30.14	7.96
659	2007/09/24	121.0	30.16	7.97
660	2007/09/25	122.0	30.21	7.97
661	2007/09/26	122.0	30.01	7.86
662	2007/09/27	122.0	30.01	7.83
663	2007/09/28	122.0	30.31	8.02
664	2007/10/08	122.0	30.81	7.42
