	date	value	pe	pb
407	2006/09/11	119.0	46.56	2.21
408	2006/09/12	119.0	46.89	2.22
409	2006/09/13	119.0	45.98	2.19
410	2006/09/14	119.0	46.06	2.2
411	2006/09/15	119.0	46.58	2.22
412	2006/09/18	119.0	47.35	2.26
413	2006/09/19	119.0	47.31	2.25
414	2006/09/20	119.0	47.33	2.26
415	2006/09/21	119.0	47.75	2.26
416	2006/09/22	119.0	47.29	2.24
417	2006/09/25	119.0	47.86	2.27
418	2006/09/26	119.0	47.68	2.26
419	2006/09/27	119.0	48.13	2.28
420	2006/09/28	119.0	48.77	2.31
421	2006/09/29	119.0	49.43	2.34
422	2006/10/09	119.0	50.13	2.35
423	2006/10/10	119.0	50.41	2.38
424	2006/10/11	119.0	50.02	2.37
425	2006/10/12	119.0	49.32	2.34
426	2006/10/13	119.0	49.45	2.35
427	2006/10/16	119.0	49.08	2.34
428	2006/10/17	119.0	48.8	2.33
429	2006/10/18	120.0	49.56	2.38
430	2006/10/19	120.0	49.63	2.38
431	2006/10/20	120.0	49.12	2.35
432	2006/10/23	120.0	47.23	2.26
433	2006/10/24	120.0	48.39	2.32
434	2006/10/25	120.0	48.46	2.31
435	2006/10/26	120.0	48.3	2.3
436	2006/10/27	120.0	47.72	2.25
437	2006/10/30	120.0	47.66	2.25
438	2006/10/31	120.0	47.92	2.27
439	2006/11/01	120.0	47.86	2.27
440	2006/11/02	120.0	47.6	2.26
441	2006/11/03	120.0	47.7	2.27
442	2006/11/06	120.0	47.31	2.26
443	2006/11/07	120.0	46.88	2.22
444	2006/11/08	120.0	46.8	2.22
445	2006/11/09	120.0	47.26	2.24
446	2006/11/10	120.0	45.75	2.17
447	2006/11/13	120.0	43.93	2.09
448	2006/11/14	120.0	44.91	2.14
449	2006/11/15	120.0	45.55	2.16
450	2006/11/16	121.0	44.75	2.13
451	2006/11/17	121.0	45.15	2.16
452	2006/11/20	121.0	44.82	2.14
453	2006/11/21	121.0	45.26	2.15
454	2006/11/22	121.0	45.78	2.18
455	2006/11/23	121.0	45.78	2.19
456	2006/11/24	121.0	46.24	2.21
457	2006/11/27	121.0	47.13	2.25
458	2006/11/28	121.0	47.31	2.26
459	2006/11/29	121.0	47.75	2.27
460	2006/11/30	122.0	48.16	2.31
461	2006/12/01	122.0	47.92	2.29
462	2006/12/04	122.0	48.97	2.34
463	2006/12/05	122.0	49.76	2.38
464	2006/12/06	122.0	50.21	2.43
465	2006/12/07	122.0	49.99	2.42
466	2006/12/08	123.0	47.52	2.29
467	2006/12/11	123.0	48.81	2.36
468	2006/12/12	123.0	48.38	2.33
469	2006/12/13	123.0	48.31	2.32
470	2006/12/14	123.0	48.94	2.36
471	2006/12/15	125.0	50.16	2.42
472	2006/12/18	125.0	50.3	2.43
473	2006/12/19	125.0	51.91	2.5
474	2006/12/20	125.0	52.24	2.52
475	2006/12/21	125.0	51.19	2.47
476	2006/12/22	125.0	50.7	2.45
477	2006/12/25	125.0	51.06	2.46
478	2006/12/26	125.0	50.09	2.43
479	2006/12/27	125.0	50.61	2.45
480	2006/12/28	125.0	49.28	2.38
481	2006/12/29	125.0	49.62	2.39
482	2007/01/04	125.0	49.52	2.36
483	2007/01/05	125.0	51.13	2.42
484	2007/01/08	125.0	53.31	2.53
485	2007/01/09	125.0	54.07	2.56
486	2007/01/10	126.0	55.19	2.64
487	2007/01/11	126.0	55.45	2.67
488	2007/01/12	127.0	52.5	2.57
489	2007/01/15	127.0	55.07	2.69
490	2007/01/16	127.0	56.3	2.74
491	2007/01/17	127.0	56.08	2.74
492	2007/01/18	127.0	58.33	2.84
493	2007/01/19	127.0	60.45	2.93
494	2007/01/22	127.0	63.76	3.09
495	2007/01/23	127.0	64.02	3.11
496	2007/01/24	127.0	64.13	3.13
497	2007/01/25	127.0	61.22	2.96
498	2007/01/26	127.0	61.25	2.99
499	2007/01/29	127.0	63.77	3.13
500	2007/01/30	127.0	63.29	3.1
501	2007/01/31	127.0	60.52	2.96
502	2007/02/01	127.0	61.43	3.0
503	2007/02/02	127.0	60.46	2.97
504	2007/02/05	127.0	61.51	3.04
505	2007/02/06	127.0	62.53	3.1
506	2007/02/07	127.0	63.77	3.16
507	2007/02/08	127.0	64.09	3.19
508	2007/02/09	127.0	63.61	3.16
509	2007/02/12	127.0	65.09	3.23
510	2007/02/13	127.0	66.24	3.29
511	2007/02/14	127.0	67.26	3.35
512	2007/02/15	128.0	68.83	3.47
513	2007/02/16	128.0	69.05	3.51
514	2007/02/26	128.0	71.7	3.68
515	2007/02/27	128.0	65.01	3.35
516	2007/02/28	128.0	67.59	3.53
517	2007/03/01	127.0	65.3	3.47
518	2007/03/02	128.0	66.49	3.55
519	2007/03/05	128.0	67.13	3.56
520	2007/03/06	128.0	67.15	3.56
521	2007/03/07	128.0	68.62	3.63
522	2007/03/08	128.0	69.64	3.69
523	2007/03/09	128.0	69.24	3.69
524	2007/03/12	128.0	70.63	3.8
525	2007/03/13	128.0	71.16	3.85
526	2007/03/14	128.0	71.55	3.86
527	2007/03/15	128.0	72.58	3.92
528	2007/03/16	128.0	71.11	3.81
529	2007/03/19	128.0	71.48	3.84
530	2007/03/20	128.0	72.75	3.93
531	2007/03/21	128.0	74.03	4.01
532	2007/03/22	128.0	74.01	4.01
533	2007/03/23	128.0	74.68	4.05
534	2007/03/26	128.0	76.92	4.18
535	2007/03/27	128.0	77.66	4.26
536	2007/03/28	128.0	76.68	4.2
537	2007/03/29	128.0	74.47	4.04
538	2007/03/30	128.0	75.06	4.09
539	2007/04/02	128.0	76.55	4.11
540	2007/04/03	128.0	77.23	4.14
541	2007/04/04	128.0	78.24	4.2
542	2007/04/05	128.0	78.85	4.24
543	2007/04/06	128.0	79.62	4.29
544	2007/04/09	128.0	80.5	4.35
545	2007/04/10	128.0	80.55	4.36
546	2007/04/11	128.0	80.87	4.41
547	2007/04/12	128.0	83.52	4.53
548	2007/04/13	128.0	83.24	4.5
549	2007/04/16	128.0	85.77	4.64
550	2007/04/17	128.0	86.01	4.74
551	2007/04/18	128.0	86.25	4.84
552	2007/04/19	129.0	82.39	4.6
553	2007/04/20	129.0	85.0	4.86
554	2007/04/23	129.0	84.57	5.09
555	2007/04/24	129.0	83.0	5.1
556	2007/04/25	129.0	81.35	5.09
557	2007/04/26	129.0	80.23	5.13
558	2007/04/27	129.0	76.26	5.1
559	2007/04/30	127.0	68.57	5.14
560	2007/05/08	127.0	70.8	5.33
561	2007/05/09	127.0	70.47	5.31
562	2007/05/10	127.0	71.39	5.39
563	2007/05/11	127.0	70.97	5.37
564	2007/05/14	127.0	71.57	5.4
565	2007/05/15	127.0	69.87	5.23
566	2007/05/16	128.0	71.13	5.37
567	2007/05/17	128.0	73.05	5.52
568	2007/05/18	128.0	72.82	5.54
569	2007/05/21	127.0	73.91	5.65
570	2007/05/22	127.0	74.97	5.73
571	2007/05/23	127.0	76.8	5.9
572	2007/05/24	127.0	75.53	5.8
573	2007/05/25	127.0	76.7	5.89
574	2007/05/28	127.0	78.07	6.01
575	2007/05/29	127.0	79.16	6.08
576	2007/05/30	127.0	72.66	5.57
577	2007/05/31	127.0	69.79	5.26
578	2007/06/01	127.0	65.32	4.85
579	2007/06/04	127.0	60.36	4.45
580	2007/06/05	127.0	61.52	4.49
581	2007/06/06	127.0	61.77	4.5
582	2007/06/07	127.0	64.01	4.7
583	2007/06/08	127.0	64.77	4.75
584	2007/06/11	127.0	65.46	4.77
585	2007/06/12	127.0	66.55	4.8
586	2007/06/13	129.0	69.02	5.09
587	2007/06/14	129.0	68.19	5.01
588	2007/06/15	129.0	68.56	5.0
589	2007/06/18	129.0	70.46	5.16
590	2007/06/19	129.0	71.77	5.28
591	2007/06/20	129.0	69.29	5.12
592	2007/06/21	129.0	68.91	5.1
593	2007/06/22	129.0	65.58	4.78
594	2007/06/25	129.0	61.16	4.43
595	2007/06/26	129.0	62.57	4.52
596	2007/06/27	129.0	63.64	4.59
597	2007/06/28	129.0	59.49	4.27
598	2007/06/29	130.0	57.48	4.11
599	2007/07/02	130.0	58.81	4.19
600	2007/07/03	130.0	59.31	4.22
601	2007/07/04	130.0	57.73	4.09
602	2007/07/05	130.0	54.72	3.88
603	2007/07/06	130.0	57.73	4.11
604	2007/07/09	130.0	59.28	4.22
605	2007/07/10	130.0	57.3	4.09
606	2007/07/11	130.0	58.3	4.16
607	2007/07/12	130.0	58.61	4.19
608	2007/07/13	130.0	58.2	4.16
609	2007/07/16	130.0	56.69	4.02
610	2007/07/17	130.0	57.93	4.11
611	2007/07/18	130.0	57.81	4.11
612	2007/07/19	130.0	58.54	4.16
613	2007/07/20	130.0	60.1	4.27
614	2007/07/23	130.0	62.7	4.48
615	2007/07/24	130.0	62.58	4.47
616	2007/07/25	130.0	63.97	4.59
617	2007/07/26	130.0	64.77	4.68
618	2007/07/27	130.0	66.0	4.76
619	2007/07/30	130.0	67.26	4.85
620	2007/07/31	130.0	67.8	4.89
621	2007/08/01	130.0	64.18	4.62
622	2007/08/02	130.0	65.87	4.75
623	2007/08/03	130.0	66.8	4.81
624	2007/08/06	130.0	68.09	4.93
625	2007/08/07	130.0	67.57	4.91
626	2007/08/08	130.0	66.68	4.83
627	2007/08/09	130.0	67.02	4.87
628	2007/08/10	131.0	66.29	4.83
629	2007/08/13	134.0	65.7	4.97
630	2007/08/14	134.0	67.21	5.1
631	2007/08/15	134.0	66.87	5.06
632	2007/08/16	134.0	67.67	5.16
633	2007/08/17	134.0	67.13	5.11
634	2007/08/20	133.0	69.95	5.24
635	2007/08/21	134.0	70.82	5.3
636	2007/08/22	134.0	71.35	5.34
637	2007/08/23	134.0	72.58	5.41
638	2007/08/24	134.0	72.95	5.41
639	2007/08/27	134.0	72.97	5.37
640	2007/08/28	135.0	73.89	5.34
641	2007/08/29	135.0	72.94	5.29
642	2007/08/30	135.0	74.74	5.52
643	2007/08/31	135.0	74.36	5.57
644	2007/09/03	135.0	75.71	5.69
645	2007/09/04	135.0	75.48	5.67
646	2007/09/05	135.0	75.38	5.68
647	2007/09/06	135.0	75.63	5.7
648	2007/09/07	135.0	73.71	5.56
649	2007/09/10	135.0	74.93	5.67
650	2007/09/11	135.0	70.48	5.29
651	2007/09/12	135.0	70.87	5.34
652	2007/09/13	135.0	71.76	5.43
653	2007/09/14	135.0	72.94	5.53
654	2007/09/17	135.0	73.78	5.62
655	2007/09/18	135.0	73.46	5.6
656	2007/09/19	135.0	72.87	5.56
657	2007/09/20	135.0	73.19	5.61
658	2007/09/21	135.0	72.2	5.55
659	2007/09/24	135.0	71.83	5.54
660	2007/09/25	135.0	72.04	5.53
661	2007/09/26	135.0	71.09	5.43
662	2007/09/27	135.0	71.8	5.49
663	2007/09/28	135.0	73.11	5.59
664	2007/10/08	135.0	73.25	5.41
