	date	value	pe	pb
217	2005/11/29	308.0	22.34	1.6
218	2005/11/30	308.0	22.36	1.6
219	2005/12/01	308.0	22.31	1.6
220	2005/12/02	308.0	22.08	1.57
221	2005/12/05	308.0	21.57	1.53
222	2005/12/06	308.0	21.64	1.53
223	2005/12/07	308.0	21.82	1.55
224	2005/12/08	308.0	21.74	1.54
225	2005/12/09	308.0	22.02	1.56
226	2005/12/12	308.0	22.15	1.57
227	2005/12/13	308.0	22.14	1.57
228	2005/12/14	308.0	22.35	1.59
229	2005/12/15	308.0	22.23	1.58
230	2005/12/16	308.0	22.4	1.59
231	2005/12/19	308.0	22.4	1.6
232	2005/12/20	308.0	22.36	1.59
233	2005/12/21	308.0	22.16	1.58
234	2005/12/22	308.0	22.25	1.58
235	2005/12/23	308.0	22.51	1.6
236	2005/12/26	308.0	22.7	1.62
237	2005/12/27	308.0	22.64	1.61
238	2005/12/28	308.0	22.68	1.62
239	2005/12/29	308.0	22.92	1.63
240	2005/12/30	308.0	22.6	1.61
241	2006/01/04	308.0	22.99	1.65
242	2006/01/05	308.0	23.33	1.67
243	2006/01/06	308.0	23.53	1.69
244	2006/01/09	308.0	23.84	1.71
245	2006/01/10	308.0	23.93	1.71
246	2006/01/11	308.0	23.74	1.69
247	2006/01/12	308.0	24.12	1.72
248	2006/01/13	308.0	24.14	1.73
249	2006/01/16	308.0	23.71	1.7
250	2006/01/17	308.0	23.63	1.7
251	2006/01/18	308.0	24.11	1.73
252	2006/01/19	308.0	24.3	1.75
253	2006/01/20	308.0	24.3	1.74
254	2006/01/23	308.0	24.4	1.75
255	2006/01/24	308.0	24.35	1.74
256	2006/01/25	307.0	24.25	1.73
257	2006/02/06	307.0	24.71	1.77
258	2006/02/07	307.0	24.58	1.77
259	2006/02/08	307.0	24.77	1.78
260	2006/02/09	307.0	24.4	1.76
261	2006/02/10	308.0	24.71	1.78
262	2006/02/13	308.0	24.47	1.78
263	2006/02/14	308.0	24.56	1.78
264	2006/02/15	308.0	24.58	1.78
265	2006/02/16	308.0	23.76	1.73
266	2006/02/17	309.0	23.57	1.71
267	2006/02/20	309.0	23.45	1.7
268	2006/02/21	309.0	23.8	1.73
269	2006/02/22	309.0	23.67	1.72
270	2006/02/23	309.0	23.7	1.72
271	2006/02/24	309.0	23.94	1.73
272	2006/02/27	310.0	24.21	1.72
273	2006/02/28	310.0	24.11	1.72
274	2006/03/01	310.0	24.35	1.74
275	2006/03/02	310.0	23.73	1.7
276	2006/03/03	310.0	23.73	1.7
277	2006/03/06	311.0	23.75	1.69
278	2006/03/07	311.0	23.13	1.65
279	2006/03/08	311.0	23.0	1.64
280	2006/03/09	311.0	22.94	1.63
281	2006/03/10	311.0	23.02	1.63
282	2006/03/13	311.0	23.18	1.64
283	2006/03/14	311.0	23.23	1.65
284	2006/03/15	311.0	23.44	1.66
285	2006/03/16	311.0	23.47	1.67
286	2006/03/17	311.0	23.65	1.66
287	2006/03/20	312.0	24.14	1.68
288	2006/03/21	312.0	24.11	1.68
289	2006/03/22	312.0	24.41	1.7
290	2006/03/23	312.0	24.61	1.71
291	2006/03/24	311.0	24.41	1.7
292	2006/03/27	311.0	24.64	1.72
293	2006/03/28	311.0	24.81	1.73
294	2006/03/29	311.0	24.8	1.72
295	2006/03/30	311.0	24.42	1.7
296	2006/03/31	311.0	24.51	1.69
297	2006/04/03	311.0	24.99	1.71
298	2006/04/04	311.0	25.22	1.73
299	2006/04/05	311.0	25.45	1.75
300	2006/04/06	311.0	25.62	1.75
301	2006/04/07	311.0	25.89	1.77
302	2006/04/10	311.0	26.72	1.81
303	2006/04/11	311.0	26.69	1.81
304	2006/04/12	311.0	26.72	1.81
305	2006/04/13	311.0	26.1	1.76
306	2006/04/14	311.0	26.69	1.8
307	2006/04/17	311.0	27.03	1.81
308	2006/04/18	311.0	26.79	1.8
309	2006/04/19	312.0	26.73	1.79
310	2006/04/20	312.0	26.69	1.77
311	2006/04/21	312.0	27.01	1.78
312	2006/04/24	313.0	26.66	1.73
313	2006/04/25	313.0	26.74	1.73
314	2006/04/26	314.0	27.25	1.76
315	2006/04/27	314.0	27.42	1.77
316	2006/04/28	313.0	27.76	1.78
317	2006/05/08	315.0	28.92	1.83
318	2006/05/09	315.0	29.84	1.88
319	2006/05/10	315.0	30.21	1.91
320	2006/05/11	315.0	29.89	1.89
321	2006/05/12	315.0	30.75	1.95
322	2006/05/15	315.0	31.95	2.03
323	2006/05/16	315.0	30.9	1.98
324	2006/05/17	315.0	31.22	1.99
325	2006/05/18	315.0	31.29	2.0
326	2006/05/19	315.0	32.11	2.05
327	2006/05/22	315.0	32.79	2.11
328	2006/05/23	315.0	31.2	2.02
329	2006/05/24	315.0	30.51	1.98
330	2006/05/25	315.0	30.94	2.01
331	2006/05/26	315.0	31.68	2.06
332	2006/05/29	315.0	32.56	2.12
333	2006/05/30	315.0	32.95	2.15
334	2006/05/31	315.0	32.78	2.15
335	2006/06/01	315.0	34.01	2.24
336	2006/06/02	315.0	34.19	2.26
337	2006/06/05	315.0	34.76	2.3
338	2006/06/06	315.0	34.6	2.29
339	2006/06/07	315.0	32.19	2.14
340	2006/06/08	315.0	32.35	2.14
341	2006/06/09	315.0	31.66	2.08
342	2006/06/12	315.0	31.76	2.09
343	2006/06/13	315.0	31.91	2.1
344	2006/06/14	315.0	31.65	2.09
345	2006/06/15	315.0	31.71	2.09
346	2006/06/16	315.0	32.47	2.14
347	2006/06/19	316.0	32.75	2.16
348	2006/06/20	316.0	32.91	2.17
349	2006/06/21	316.0	32.73	2.15
350	2006/06/22	316.0	32.58	2.15
351	2006/06/23	316.0	32.99	2.18
352	2006/06/26	316.0	33.55	2.21
353	2006/06/27	316.0	33.61	2.21
354	2006/06/28	316.0	33.53	2.21
355	2006/06/29	316.0	34.21	2.25
356	2006/06/30	316.0	34.19	2.26
357	2006/07/03	316.0	34.84	2.3
358	2006/07/04	316.0	34.58	2.29
359	2006/07/05	316.0	34.36	2.28
360	2006/07/06	316.0	35.26	2.33
361	2006/07/07	316.0	35.27	2.34
362	2006/07/10	316.0	35.49	2.35
363	2006/07/11	316.0	35.7	2.37
364	2006/07/12	316.0	35.62	2.37
365	2006/07/13	316.0	33.12	2.21
366	2006/07/14	316.0	33.21	2.21
367	2006/07/17	316.0	33.73	2.25
368	2006/07/18	316.0	33.86	2.26
369	2006/07/19	316.0	33.12	2.21
370	2006/07/20	316.0	33.36	2.23
371	2006/07/21	316.0	33.52	2.24
372	2006/07/24	316.0	33.62	2.25
373	2006/07/25	316.0	34.24	2.28
374	2006/07/26	316.0	34.25	2.29
375	2006/07/27	316.0	33.85	2.26
376	2006/07/28	316.0	33.5	2.24
377	2006/07/31	316.0	31.92	2.13
378	2006/08/01	317.0	31.46	2.1
379	2006/08/02	318.0	31.45	2.1
380	2006/08/03	319.0	31.5	2.1
381	2006/08/04	319.0	30.49	2.03
382	2006/08/07	320.0	29.8	1.97
383	2006/08/08	320.0	30.61	2.03
384	2006/08/09	320.0	30.61	2.03
385	2006/08/10	321.0	31.11	2.07
386	2006/08/11	321.0	31.35	2.08
387	2006/08/14	322.0	30.48	2.02
388	2006/08/15	322.0	31.04	2.06
389	2006/08/16	324.0	31.49	2.09
390	2006/08/17	324.0	31.11	2.07
391	2006/08/18	325.0	30.87	2.05
392	2006/08/21	325.0	30.97	2.06
393	2006/08/22	325.0	31.3	2.08
394	2006/08/23	324.0	31.16	2.07
395	2006/08/24	324.0	31.36	2.09
396	2006/08/25	324.0	31.43	2.09
397	2006/08/28	324.0	32.22	2.14
398	2006/08/29	323.0	32.19	2.14
399	2006/08/30	322.0	32.45	2.15
400	2006/08/31	323.0	32.66	2.16
401	2006/09/01	323.0	31.97	2.11
402	2006/09/04	323.0	32.57	2.16
403	2006/09/05	323.0	32.54	2.16
404	2006/09/06	323.0	32.66	2.17
405	2006/09/07	323.0	32.21	2.14
406	2006/09/08	323.0	32.27	2.15
407	2006/09/11	323.0	32.43	2.16
408	2006/09/12	323.0	32.63	2.17
409	2006/09/13	323.0	32.3	2.15
410	2006/09/14	323.0	32.18	2.15
411	2006/09/15	323.0	32.76	2.18
412	2006/09/18	323.0	33.27	2.22
413	2006/09/19	323.0	33.34	2.22
414	2006/09/20	323.0	33.35	2.22
415	2006/09/21	323.0	33.47	2.23
416	2006/09/22	323.0	33.07	2.2
417	2006/09/25	323.0	32.95	2.2
418	2006/09/26	323.0	32.82	2.2
419	2006/09/27	323.0	33.13	2.22
420	2006/09/28	323.0	33.49	2.24
421	2006/09/29	323.0	33.86	2.26
422	2006/10/09	323.0	34.41	2.24
423	2006/10/10	323.0	34.6	2.26
424	2006/10/11	323.0	34.6	2.26
425	2006/10/12	324.0	34.31	2.24
426	2006/10/13	324.0	34.41	2.25
427	2006/10/16	324.0	34.35	2.25
428	2006/10/17	325.0	34.21	2.23
429	2006/10/18	326.0	34.67	2.26
430	2006/10/19	326.0	34.71	2.27
431	2006/10/20	326.0	34.45	2.25
432	2006/10/23	326.0	33.49	2.18
433	2006/10/24	326.0	34.35	2.24
434	2006/10/25	326.0	34.23	2.22
435	2006/10/26	327.0	34.2	2.21
436	2006/10/27	327.0	33.76	2.17
437	2006/10/30	327.0	33.81	2.17
438	2006/10/31	327.0	34.23	2.2
439	2006/11/01	327.0	34.53	2.21
440	2006/11/02	327.0	34.39	2.2
441	2006/11/03	327.0	34.51	2.21
442	2006/11/06	327.0	34.41	2.2
443	2006/11/07	327.0	34.17	2.18
444	2006/11/08	327.0	33.92	2.17
445	2006/11/09	327.0	34.28	2.19
446	2006/11/10	327.0	33.25	2.12
447	2006/11/13	327.0	32.1	2.05
448	2006/11/14	327.0	32.52	2.08
449	2006/11/15	327.0	33.01	2.1
450	2006/11/16	328.0	32.52	2.07
451	2006/11/17	328.0	32.89	2.1
452	2006/11/20	329.0	32.91	2.09
453	2006/11/21	329.0	33.4	2.12
454	2006/11/22	329.0	33.86	2.14
455	2006/11/23	329.0	34.04	2.15
456	2006/11/24	330.0	34.47	2.18
457	2006/11/27	330.0	35.12	2.22
458	2006/11/28	330.0	35.07	2.22
459	2006/11/29	330.0	35.27	2.23
460	2006/11/30	329.0	35.88	2.28
461	2006/12/01	330.0	36.03	2.3
462	2006/12/04	330.0	36.78	2.34
463	2006/12/05	330.0	37.05	2.36
464	2006/12/06	330.0	36.4	2.32
465	2006/12/07	330.0	36.3	2.32
466	2006/12/08	331.0	34.78	2.23
467	2006/12/11	331.0	35.8	2.29
468	2006/12/12	331.0	35.76	2.29
469	2006/12/13	331.0	35.83	2.3
470	2006/12/14	331.0	36.48	2.33
471	2006/12/15	331.0	36.89	2.35
472	2006/12/18	331.0	37.34	2.38
473	2006/12/19	331.0	37.29	2.37
474	2006/12/20	331.0	38.0	2.41
475	2006/12/21	331.0	37.66	2.4
476	2006/12/22	333.0	37.54	2.41
477	2006/12/25	333.0	37.81	2.42
478	2006/12/26	333.0	37.36	2.39
479	2006/12/27	333.0	37.57	2.39
480	2006/12/28	333.0	36.88	2.34
481	2006/12/29	334.0	37.45	2.38
482	2007/01/04	334.0	37.65	2.23
483	2007/01/05	334.0	38.8	2.29
484	2007/01/08	334.0	40.34	2.37
485	2007/01/09	334.0	40.93	2.41
486	2007/01/10	335.0	42.08	2.48
487	2007/01/11	335.0	42.17	2.5
488	2007/01/12	335.0	40.61	2.4
489	2007/01/15	335.0	42.69	2.52
490	2007/01/16	335.0	43.74	2.58
491	2007/01/17	335.0	43.05	2.55
492	2007/01/18	335.0	43.94	2.61
493	2007/01/19	335.0	45.64	2.71
494	2007/01/22	335.0	47.7	2.83
495	2007/01/23	335.0	47.74	2.85
496	2007/01/24	335.0	48.27	2.88
497	2007/01/25	335.0	46.16	2.76
498	2007/01/26	337.0	46.43	2.78
499	2007/01/29	337.0	48.12	2.88
500	2007/01/30	337.0	47.95	2.88
501	2007/01/31	337.0	45.71	2.75
502	2007/02/01	337.0	46.05	2.77
503	2007/02/02	337.0	45.16	2.72
504	2007/02/05	336.0	45.48	2.75
505	2007/02/06	336.0	46.62	2.83
506	2007/02/07	336.0	47.44	2.87
507	2007/02/08	337.0	48.78	2.95
508	2007/02/09	337.0	48.8	2.95
509	2007/02/12	337.0	49.86	3.02
510	2007/02/13	337.0	50.78	3.07
511	2007/02/14	337.0	51.81	3.13
512	2007/02/15	338.0	53.33	3.24
513	2007/02/16	338.0	53.9	3.27
514	2007/02/26	337.0	55.85	3.41
515	2007/02/27	337.0	50.78	3.11
516	2007/02/28	337.0	52.77	3.25
517	2007/03/01	337.0	51.3	3.18
518	2007/03/02	338.0	52.37	3.26
519	2007/03/05	338.0	52.78	3.28
520	2007/03/06	339.0	53.07	3.3
521	2007/03/07	339.0	54.27	3.37
522	2007/03/08	339.0	55.36	3.44
523	2007/03/09	339.0	55.15	3.44
524	2007/03/12	338.0	56.19	3.52
525	2007/03/13	338.0	56.88	3.57
526	2007/03/14	338.0	56.19	3.54
527	2007/03/15	338.0	57.42	3.62
528	2007/03/16	338.0	56.42	3.56
529	2007/03/19	338.0	57.14	3.6
530	2007/03/20	338.0	58.43	3.69
531	2007/03/21	338.0	59.34	3.76
532	2007/03/22	338.0	59.56	3.78
533	2007/03/23	338.0	60.33	3.84
534	2007/03/26	338.0	61.86	3.95
535	2007/03/27	338.0	62.64	4.01
536	2007/03/28	339.0	62.02	3.99
537	2007/03/29	339.0	60.08	3.84
538	2007/03/30	339.0	60.58	3.87
539	2007/04/02	339.0	62.01	3.93
540	2007/04/03	339.0	63.13	3.99
541	2007/04/04	339.0	63.71	4.03
542	2007/04/05	339.0	64.75	4.1
543	2007/04/06	339.0	65.66	4.15
544	2007/04/09	339.0	66.92	4.23
545	2007/04/10	339.0	67.17	4.26
546	2007/04/11	339.0	68.04	4.32
547	2007/04/12	340.0	69.91	4.43
548	2007/04/13	342.0	69.81	4.42
549	2007/04/16	342.0	71.78	4.56
550	2007/04/17	342.0	72.48	4.68
551	2007/04/18	342.0	73.64	4.78
552	2007/04/19	342.0	68.87	4.5
553	2007/04/20	343.0	70.26	4.73
554	2007/04/23	344.0	71.83	4.94
555	2007/04/24	344.0	70.08	4.97
556	2007/04/25	344.0	67.69	4.94
557	2007/04/26	347.0	65.18	5.03
558	2007/04/27	349.0	59.6	5.03
559	2007/04/30	355.0	55.84	5.13
560	2007/05/08	356.0	58.3	5.35
561	2007/05/09	356.0	58.09	5.36
562	2007/05/10	356.0	58.46	5.42
563	2007/05/11	356.0	58.04	5.39
564	2007/05/14	356.0	58.17	5.42
565	2007/05/15	356.0	56.44	5.25
566	2007/05/16	356.0	57.96	5.38
567	2007/05/17	356.0	59.26	5.5
568	2007/05/18	356.0	59.23	5.51
569	2007/05/21	356.0	60.45	5.65
570	2007/05/22	356.0	61.58	5.77
571	2007/05/23	356.0	63.21	5.94
572	2007/05/24	356.0	62.5	5.88
573	2007/05/25	356.0	63.66	5.98
574	2007/05/28	356.0	65.29	6.12
575	2007/05/29	356.0	66.38	6.21
576	2007/05/30	357.0	60.72	5.68
577	2007/05/31	357.0	59.05	5.41
578	2007/06/01	356.0	55.56	5.01
579	2007/06/04	356.0	50.84	4.57
580	2007/06/05	356.0	52.46	4.64
581	2007/06/06	356.0	53.28	4.71
582	2007/06/07	356.0	55.76	4.94
583	2007/06/08	356.0	56.61	5.0
584	2007/06/11	356.0	58.08	5.1
585	2007/06/12	356.0	59.91	5.23
586	2007/06/13	356.0	61.76	5.44
587	2007/06/14	356.0	60.72	5.34
588	2007/06/15	356.0	60.83	5.33
589	2007/06/18	356.0	62.64	5.49
590	2007/06/19	356.0	63.57	5.6
591	2007/06/20	356.0	61.73	5.43
592	2007/06/21	356.0	61.61	5.41
593	2007/06/22	356.0	58.02	5.06
594	2007/06/25	356.0	54.34	4.71
595	2007/06/26	357.0	55.98	4.83
596	2007/06/27	357.0	57.46	4.95
597	2007/06/28	357.0	53.96	4.63
598	2007/06/29	357.0	52.14	4.42
599	2007/07/02	357.0	52.88	4.37
600	2007/07/03	357.0	53.68	4.42
601	2007/07/04	357.0	52.44	4.3
602	2007/07/05	357.0	48.84	4.01
603	2007/07/06	357.0	51.71	4.26
604	2007/07/09	356.0	52.97	4.38
605	2007/07/10	356.0	51.31	4.23
606	2007/07/11	356.0	51.86	4.29
607	2007/07/12	357.0	52.34	4.33
608	2007/07/13	357.0	52.31	4.32
609	2007/07/16	357.0	50.84	4.19
610	2007/07/17	357.0	51.85	4.27
611	2007/07/18	357.0	52.15	4.29
612	2007/07/19	357.0	52.52	4.34
613	2007/07/20	358.0	54.29	4.5
614	2007/07/23	358.0	56.69	4.73
615	2007/07/24	358.0	56.61	4.73
616	2007/07/25	358.0	57.97	4.87
617	2007/07/26	358.0	59.0	4.97
618	2007/07/27	358.0	59.33	5.06
619	2007/07/30	358.0	60.29	5.16
620	2007/07/31	358.0	60.27	5.22
621	2007/08/01	356.0	57.11	4.92
622	2007/08/02	356.0	59.04	5.09
623	2007/08/03	356.0	59.93	5.15
624	2007/08/06	357.0	61.17	5.26
625	2007/08/07	357.0	60.74	5.23
626	2007/08/08	358.0	59.79	5.18
627	2007/08/09	358.0	59.88	5.23
628	2007/08/10	359.0	58.88	5.15
629	2007/08/13	361.0	58.59	5.17
630	2007/08/14	361.0	59.37	5.28
631	2007/08/15	361.0	58.35	5.24
632	2007/08/16	361.0	57.84	5.28
633	2007/08/17	360.0	57.23	5.26
634	2007/08/20	360.0	58.98	5.44
635	2007/08/21	360.0	58.78	5.48
636	2007/08/22	360.0	59.16	5.54
637	2007/08/23	363.0	59.77	5.63
638	2007/08/24	362.0	59.96	5.64
639	2007/08/27	363.0	58.69	5.6
640	2007/08/28	362.0	58.31	5.6
641	2007/08/29	362.0	57.73	5.56
642	2007/08/30	361.0	59.17	5.75
643	2007/08/31	362.0	59.23	5.82
644	2007/09/03	362.0	60.69	5.97
645	2007/09/04	361.0	60.48	5.93
646	2007/09/05	361.0	60.98	5.98
647	2007/09/06	361.0	61.63	6.04
648	2007/09/07	361.0	60.08	5.89
649	2007/09/10	361.0	61.13	6.01
650	2007/09/11	361.0	57.29	5.62
651	2007/09/12	361.0	57.88	5.67
652	2007/09/13	361.0	58.8	5.76
653	2007/09/14	361.0	59.58	5.84
654	2007/09/17	361.0	60.83	5.97
655	2007/09/18	361.0	61.19	6.02
656	2007/09/19	363.0	60.16	5.93
657	2007/09/20	363.0	60.91	6.02
658	2007/09/21	363.0	60.04	5.93
659	2007/09/24	363.0	59.95	5.93
660	2007/09/25	363.0	59.59	5.89
661	2007/09/26	363.0	59.03	5.81
662	2007/09/27	363.0	59.58	5.86
663	2007/09/28	363.0	60.84	5.97
664	2007/10/08	363.0	60.67	5.68
