	date	value	pe	pb
101	2005/06/13	107.0	28.57	1.76
102	2005/06/14	107.0	27.98	1.72
103	2005/06/15	107.0	27.31	1.68
104	2005/06/16	107.0	27.66	1.7
105	2005/06/17	107.0	27.54	1.69
106	2005/06/20	107.0	28.38	1.74
107	2005/06/21	107.0	28.17	1.72
108	2005/06/22	107.0	28.4	1.74
109	2005/06/23	107.0	28.11	1.72
110	2005/06/24	107.0	28.3	1.73
111	2005/06/27	107.0	29.16	1.78
112	2005/06/28	107.0	28.7	1.74
113	2005/06/29	107.0	28.58	1.74
114	2005/06/30	107.0	27.8	1.69
115	2005/07/01	107.0	26.8	1.62
116	2005/07/04	107.0	26.31	1.58
117	2005/07/05	107.0	26.25	1.58
118	2005/07/06	107.0	26.12	1.57
119	2005/07/07	107.0	26.2	1.57
120	2005/07/08	107.0	25.25	1.51
121	2005/07/11	107.0	24.93	1.49
122	2005/07/12	107.0	25.73	1.54
123	2005/07/13	107.0	25.43	1.52
124	2005/07/14	107.0	25.54	1.53
125	2005/07/15	107.0	24.88	1.48
126	2005/07/18	107.0	24.24	1.44
127	2005/07/19	107.0	24.38	1.45
128	2005/07/20	107.0	24.53	1.45
129	2005/07/21	107.0	24.45	1.44
130	2005/07/22	107.0	25.02	1.48
131	2005/07/25	107.0	24.99	1.48
132	2005/07/26	107.0	25.57	1.52
133	2005/07/27	107.0	26.02	1.55
134	2005/07/28	107.0	26.01	1.55
135	2005/07/29	107.0	25.9	1.54
136	2005/08/01	107.0	26.13	1.55
137	2005/08/02	107.0	26.5	1.58
138	2005/08/03	107.0	26.45	1.59
139	2005/08/04	107.0	26.41	1.58
140	2005/08/05	107.0	27.15	1.63
141	2005/08/08	107.0	27.55	1.65
142	2005/08/09	107.0	27.56	1.67
143	2005/08/10	107.0	28.03	1.7
144	2005/08/11	107.0	28.48	1.72
145	2005/08/12	107.0	27.58	1.68
146	2005/08/15	107.0	28.23	1.74
147	2005/08/16	107.0	27.99	1.74
148	2005/08/17	107.0	28.33	1.77
149	2005/08/18	107.0	26.89	1.7
150	2005/08/19	108.0	26.86	1.68
151	2005/08/22	108.0	27.12	1.71
152	2005/08/23	108.0	26.87	1.69
153	2005/08/24	108.0	27.32	1.71
154	2005/08/25	108.0	27.6	1.73
155	2005/08/26	108.0	27.75	1.74
156	2005/08/29	108.0	27.33	1.71
157	2005/08/30	108.0	27.25	1.7
158	2005/08/31	108.0	28.04	1.75
159	2005/09/01	108.0	28.65	1.8
160	2005/09/02	108.0	28.95	1.82
161	2005/09/05	108.0	29.29	1.83
162	2005/09/06	108.0	28.5	1.77
163	2005/09/07	108.0	29.29	1.82
164	2005/09/08	108.0	29.4	1.83
165	2005/09/09	108.0	29.16	1.81
166	2005/09/12	108.0	29.27	1.82
167	2005/09/13	108.0	29.82	1.86
168	2005/09/14	108.0	30.17	1.88
169	2005/09/15	108.0	30.28	1.89
170	2005/09/16	108.0	30.29	1.89
171	2005/09/19	108.0	30.62	1.92
172	2005/09/20	108.0	30.38	1.9
173	2005/09/21	108.0	29.93	1.87
174	2005/09/22	108.0	29.16	1.82
175	2005/09/23	108.0	28.9	1.79
176	2005/09/26	108.0	29.11	1.8
177	2005/09/27	108.0	28.71	1.76
178	2005/09/28	108.0	28.66	1.76
179	2005/09/29	108.0	29.11	1.79
180	2005/09/30	108.0	29.05	1.78
181	2005/10/10	108.0	28.59	1.74
182	2005/10/11	108.0	29.05	1.79
183	2005/10/12	108.0	29.31	1.8
184	2005/10/13	108.0	29.29	1.8
185	2005/10/14	108.0	29.1	1.78
186	2005/10/17	108.0	29.11	1.78
187	2005/10/18	108.0	29.6	1.82
188	2005/10/19	108.0	29.4	1.81
189	2005/10/20	108.0	29.15	1.8
190	2005/10/21	108.0	29.61	1.85
191	2005/10/24	108.0	28.92	1.84
192	2005/10/25	108.0	28.03	1.8
193	2005/10/26	108.0	27.71	1.77
194	2005/10/27	108.0	27.33	1.77
195	2005/10/28	108.0	26.11	1.68
196	2005/10/31	108.0	26.18	1.67
197	2005/11/01	108.0	25.86	1.65
198	2005/11/02	108.0	26.34	1.69
199	2005/11/03	108.0	26.09	1.68
200	2005/11/04	108.0	26.21	1.69
201	2005/11/07	108.0	26.6	1.73
202	2005/11/08	108.0	26.74	1.73
203	2005/11/09	108.0	26.7	1.73
204	2005/11/10	108.0	26.01	1.67
205	2005/11/11	108.0	25.98	1.68
206	2005/11/14	108.0	25.91	1.68
207	2005/11/15	108.0	25.71	1.67
208	2005/11/16	108.0	25.7	1.67
209	2005/11/17	108.0	25.82	1.68
210	2005/11/18	108.0	26.39	1.72
211	2005/11/21	108.0	26.45	1.73
212	2005/11/22	108.0	25.99	1.69
213	2005/11/23	108.0	26.14	1.7
214	2005/11/24	108.0	26.15	1.71
215	2005/11/25	108.0	26.11	1.71
216	2005/11/28	108.0	25.92	1.69
217	2005/11/29	108.0	25.64	1.67
218	2005/11/30	108.0	25.67	1.67
219	2005/12/01	108.0	25.62	1.67
220	2005/12/02	108.0	25.26	1.65
221	2005/12/05	108.0	24.27	1.59
222	2005/12/06	108.0	24.23	1.59
223	2005/12/07	108.0	24.4	1.61
224	2005/12/08	108.0	24.34	1.6
225	2005/12/09	108.0	24.76	1.63
226	2005/12/12	108.0	24.87	1.63
227	2005/12/13	108.0	24.83	1.63
228	2005/12/14	108.0	25.11	1.65
229	2005/12/15	108.0	24.97	1.64
230	2005/12/16	108.0	25.18	1.65
231	2005/12/19	108.0	25.18	1.65
232	2005/12/20	108.0	25.13	1.65
233	2005/12/21	108.0	25.0	1.64
234	2005/12/22	108.0	25.2	1.65
235	2005/12/23	108.0	25.44	1.66
236	2005/12/26	108.0	25.58	1.67
237	2005/12/27	108.0	25.48	1.67
238	2005/12/28	108.0	25.53	1.67
239	2005/12/29	108.0	25.88	1.69
240	2005/12/30	108.0	25.64	1.67
241	2006/01/04	108.0	25.83	1.72
242	2006/01/05	108.0	26.13	1.75
243	2006/01/06	108.0	26.34	1.76
244	2006/01/09	108.0	26.64	1.77
245	2006/01/10	108.0	26.69	1.78
246	2006/01/11	108.0	26.4	1.76
247	2006/01/12	108.0	26.88	1.79
248	2006/01/13	108.0	26.94	1.8
249	2006/01/16	108.0	26.52	1.77
250	2006/01/17	108.0	26.5	1.77
251	2006/01/18	108.0	26.93	1.79
252	2006/01/19	108.0	26.99	1.81
253	2006/01/20	108.0	26.88	1.8
254	2006/01/23	108.0	26.74	1.79
255	2006/01/24	108.0	26.57	1.78
256	2006/01/25	108.0	26.78	1.78
257	2006/02/06	108.0	27.25	1.81
258	2006/02/07	108.0	27.09	1.8
259	2006/02/08	108.0	27.48	1.84
260	2006/02/09	108.0	27.17	1.81
261	2006/02/10	108.0	27.44	1.83
262	2006/02/13	108.0	27.68	1.84
263	2006/02/14	108.0	27.84	1.84
264	2006/02/15	108.0	27.61	1.83
265	2006/02/16	108.0	26.48	1.77
266	2006/02/17	108.0	26.05	1.74
267	2006/02/20	108.0	25.64	1.72
268	2006/02/21	108.0	25.96	1.74
269	2006/02/22	108.0	25.92	1.74
270	2006/02/23	108.0	25.82	1.74
271	2006/02/24	108.0	26.14	1.76
272	2006/02/27	108.0	26.09	1.76
273	2006/02/28	108.0	26.08	1.76
274	2006/03/01	108.0	26.63	1.77
275	2006/03/02	108.0	26.28	1.74
276	2006/03/03	108.0	26.3	1.74
277	2006/03/06	107.0	26.13	1.73
278	2006/03/07	107.0	25.54	1.69
279	2006/03/08	107.0	25.41	1.68
280	2006/03/09	107.0	25.43	1.67
281	2006/03/10	107.0	25.33	1.67
282	2006/03/13	107.0	25.5	1.68
283	2006/03/14	107.0	25.05	1.66
284	2006/03/15	107.0	25.21	1.68
285	2006/03/16	107.0	25.09	1.68
286	2006/03/17	107.0	25.03	1.67
287	2006/03/20	107.0	25.42	1.69
288	2006/03/21	107.0	25.61	1.69
289	2006/03/22	107.0	25.59	1.71
290	2006/03/23	107.0	25.88	1.72
291	2006/03/24	107.0	25.65	1.71
292	2006/03/27	107.0	26.13	1.72
293	2006/03/28	107.0	26.53	1.73
294	2006/03/29	107.0	26.76	1.73
295	2006/03/30	107.0	26.5	1.72
296	2006/03/31	107.0	26.57	1.7
297	2006/04/03	107.0	27.16	1.73
298	2006/04/04	107.0	27.74	1.74
299	2006/04/05	107.0	28.08	1.75
300	2006/04/06	107.0	27.99	1.75
301	2006/04/07	107.0	28.08	1.76
302	2006/04/10	106.0	28.6	1.79
303	2006/04/11	106.0	28.7	1.8
304	2006/04/12	106.0	28.72	1.8
305	2006/04/13	106.0	28.13	1.75
306	2006/04/14	106.0	28.82	1.78
307	2006/04/17	106.0	28.65	1.8
308	2006/04/18	106.0	28.8	1.79
309	2006/04/19	106.0	28.73	1.77
310	2006/04/20	106.0	28.29	1.75
311	2006/04/21	106.0	28.36	1.75
312	2006/04/24	106.0	27.59	1.7
313	2006/04/25	106.0	28.06	1.7
314	2006/04/26	106.0	28.45	1.72
315	2006/04/27	106.0	28.41	1.72
316	2006/04/28	106.0	28.19	1.73
317	2006/05/08	105.0	29.44	1.78
318	2006/05/09	105.0	30.28	1.84
319	2006/05/10	105.0	30.69	1.86
320	2006/05/11	105.0	30.35	1.85
321	2006/05/12	105.0	31.51	1.92
322	2006/05/15	105.0	32.96	2.0
323	2006/05/16	105.0	31.69	1.93
324	2006/05/17	105.0	32.71	1.99
325	2006/05/18	105.0	32.93	2.01
326	2006/05/19	105.0	34.02	2.07
327	2006/05/22	105.0	34.73	2.11
328	2006/05/23	105.0	32.7	2.01
329	2006/05/24	105.0	31.88	1.96
330	2006/05/25	105.0	32.28	1.99
331	2006/05/26	105.0	33.12	2.04
332	2006/05/29	105.0	33.86	2.09
333	2006/05/30	105.0	34.1	2.1
334	2006/05/31	105.0	33.87	2.1
335	2006/06/01	105.0	35.2	2.19
336	2006/06/02	105.0	35.46	2.21
337	2006/06/05	105.0	36.19	2.26
338	2006/06/06	105.0	35.76	2.24
339	2006/06/07	105.0	33.16	2.08
340	2006/06/08	105.0	33.2	2.08
341	2006/06/09	105.0	32.41	2.03
342	2006/06/12	105.0	32.67	2.04
343	2006/06/13	105.0	32.54	2.05
344	2006/06/14	105.0	32.48	2.03
345	2006/06/15	105.0	32.72	2.04
346	2006/06/16	105.0	33.53	2.09
347	2006/06/19	105.0	34.12	2.11
348	2006/06/20	105.0	34.27	2.12
349	2006/06/21	105.0	34.04	2.11
350	2006/06/22	105.0	33.89	2.1
351	2006/06/23	105.0	34.29	2.13
352	2006/06/26	105.0	35.06	2.17
353	2006/06/27	105.0	35.14	2.17
354	2006/06/28	105.0	35.32	2.18
355	2006/06/29	105.0	35.9	2.22
356	2006/06/30	105.0	35.66	2.21
357	2006/07/03	105.0	36.09	2.24
358	2006/07/04	105.0	35.87	2.23
359	2006/07/05	105.0	35.6	2.21
360	2006/07/06	105.0	36.51	2.27
361	2006/07/07	105.0	36.64	2.28
362	2006/07/10	105.0	36.85	2.3
363	2006/07/11	105.0	37.12	2.31
364	2006/07/12	105.0	36.7	2.29
365	2006/07/13	105.0	34.06	2.13
366	2006/07/14	105.0	34.34	2.15
367	2006/07/17	105.0	34.73	2.17
368	2006/07/18	105.0	34.86	2.18
369	2006/07/19	105.0	33.85	2.12
370	2006/07/20	105.0	34.13	2.14
371	2006/07/21	105.0	34.23	2.15
372	2006/07/24	105.0	34.39	2.15
373	2006/07/25	105.0	34.86	2.18
374	2006/07/26	105.0	35.21	2.2
375	2006/07/27	105.0	34.79	2.17
376	2006/07/28	105.0	34.6	2.16
377	2006/07/31	105.0	33.22	2.08
378	2006/08/01	105.0	32.75	2.05
379	2006/08/02	105.0	32.64	2.04
380	2006/08/03	105.0	32.69	2.05
381	2006/08/04	105.0	31.48	1.98
382	2006/08/07	105.0	30.63	1.93
383	2006/08/08	105.0	31.59	1.99
384	2006/08/09	105.0	31.58	1.99
385	2006/08/10	105.0	32.04	2.0
386	2006/08/11	105.0	32.19	2.01
387	2006/08/14	105.0	31.2	1.95
388	2006/08/15	105.0	31.78	1.99
389	2006/08/16	105.0	32.22	2.01
390	2006/08/17	105.0	32.22	2.02
391	2006/08/18	105.0	32.05	2.0
392	2006/08/21	105.0	32.02	2.01
393	2006/08/22	105.0	32.45	2.04
394	2006/08/23	105.0	32.19	2.02
395	2006/08/24	105.0	32.53	2.04
396	2006/08/25	105.0	32.43	2.04
397	2006/08/28	105.0	33.06	2.07
398	2006/08/29	106.0	33.06	2.08
399	2006/08/30	107.0	33.01	2.1
400	2006/08/31	107.0	33.19	2.11
401	2006/09/01	107.0	32.57	2.07
402	2006/09/04	107.0	33.3	2.11
403	2006/09/05	107.0	33.22	2.11
404	2006/09/06	107.0	33.4	2.12
405	2006/09/07	107.0	32.89	2.09
406	2006/09/08	107.0	32.95	2.1
407	2006/09/11	107.0	33.09	2.11
408	2006/09/12	107.0	33.24	2.12
409	2006/09/13	107.0	32.88	2.1
410	2006/09/14	107.0	32.87	2.09
411	2006/09/15	107.0	33.26	2.12
412	2006/09/18	107.0	33.65	2.14
413	2006/09/19	107.0	33.68	2.15
414	2006/09/20	107.0	33.86	2.16
415	2006/09/21	107.0	34.17	2.18
416	2006/09/22	107.0	33.95	2.16
417	2006/09/25	107.0	33.84	2.15
418	2006/09/26	107.0	33.75	2.15
419	2006/09/27	107.0	34.15	2.17
420	2006/09/28	107.0	34.45	2.19
421	2006/09/29	107.0	34.76	2.2
422	2006/10/09	107.0	35.73	2.21
423	2006/10/10	107.0	35.94	2.22
424	2006/10/11	107.0	36.07	2.24
425	2006/10/12	107.0	35.63	2.21
426	2006/10/13	107.0	35.65	2.21
427	2006/10/16	107.0	35.45	2.21
428	2006/10/17	107.0	35.5	2.21
429	2006/10/18	107.0	35.88	2.23
430	2006/10/19	107.0	36.68	2.28
431	2006/10/20	107.0	36.34	2.25
432	2006/10/23	107.0	34.92	2.17
433	2006/10/24	107.0	35.44	2.23
434	2006/10/25	107.0	35.14	2.21
435	2006/10/26	107.0	34.91	2.19
436	2006/10/27	107.0	34.15	2.15
437	2006/10/30	107.0	34.04	2.14
438	2006/10/31	107.0	34.31	2.14
439	2006/11/01	107.0	34.36	2.14
440	2006/11/02	107.0	34.23	2.14
441	2006/11/03	107.0	34.31	2.15
442	2006/11/06	107.0	33.98	2.13
443	2006/11/07	107.0	33.45	2.1
444	2006/11/08	107.0	33.35	2.09
445	2006/11/09	107.0	33.57	2.11
446	2006/11/10	107.0	32.72	2.06
447	2006/11/13	107.0	31.61	1.99
448	2006/11/14	107.0	32.0	2.01
449	2006/11/15	107.0	32.59	2.05
450	2006/11/16	107.0	32.26	2.02
451	2006/11/17	107.0	32.51	2.04
452	2006/11/20	107.0	32.24	2.01
453	2006/11/21	107.0	32.43	2.02
454	2006/11/22	107.0	32.86	2.05
455	2006/11/23	107.0	32.89	2.06
456	2006/11/24	107.0	33.04	2.07
457	2006/11/27	107.0	33.79	2.11
458	2006/11/28	107.0	33.79	2.11
459	2006/11/29	107.0	34.06	2.12
460	2006/11/30	107.0	34.46	2.14
461	2006/12/01	107.0	34.41	2.13
462	2006/12/04	107.0	35.09	2.17
463	2006/12/05	107.0	35.09	2.18
464	2006/12/06	107.0	34.38	2.14
465	2006/12/07	107.0	34.21	2.13
466	2006/12/08	107.0	33.05	2.07
467	2006/12/11	107.0	33.79	2.11
468	2006/12/12	107.0	34.05	2.12
469	2006/12/13	107.0	33.94	2.11
470	2006/12/14	107.0	34.5	2.14
471	2006/12/15	107.0	34.85	2.17
472	2006/12/18	107.0	35.43	2.2
473	2006/12/19	107.0	35.7	2.21
474	2006/12/20	107.0	36.87	2.28
475	2006/12/21	107.0	36.49	2.26
476	2006/12/22	107.0	36.26	2.25
477	2006/12/25	107.0	36.61	2.27
478	2006/12/26	108.0	35.95	2.25
479	2006/12/27	108.0	36.02	2.25
480	2006/12/28	108.0	35.13	2.19
481	2006/12/29	108.0	35.48	2.22
482	2007/01/04	108.0	35.47	2.2
483	2007/01/05	108.0	36.44	2.26
484	2007/01/08	108.0	38.31	2.36
485	2007/01/09	108.0	38.96	2.4
486	2007/01/10	108.0	39.88	2.46
487	2007/01/11	109.0	40.47	2.49
488	2007/01/12	109.0	39.12	2.4
489	2007/01/15	109.0	41.46	2.53
490	2007/01/16	109.0	42.79	2.61
491	2007/01/17	109.0	42.64	2.58
492	2007/01/18	109.0	45.04	2.71
493	2007/01/19	109.0	46.08	2.78
494	2007/01/22	109.0	47.49	2.89
495	2007/01/23	109.0	47.06	2.87
496	2007/01/24	110.0	47.73	2.93
497	2007/01/25	110.0	45.17	2.77
498	2007/01/26	110.0	44.85	2.76
499	2007/01/29	110.0	46.32	2.85
500	2007/01/30	110.0	46.28	2.84
501	2007/01/31	110.0	44.03	2.71
502	2007/02/01	110.0	44.6	2.74
503	2007/02/02	110.0	44.23	2.72
504	2007/02/05	110.0	44.71	2.76
505	2007/02/06	110.0	45.79	2.83
506	2007/02/07	110.0	46.73	2.88
507	2007/02/08	110.0	47.49	2.93
508	2007/02/09	110.0	47.72	2.94
509	2007/02/12	110.0	48.87	3.01
510	2007/02/13	110.0	49.55	3.06
511	2007/02/14	110.0	50.46	3.12
512	2007/02/15	110.0	52.11	3.22
513	2007/02/16	110.0	52.71	3.26
514	2007/02/26	110.0	54.52	3.39
515	2007/02/27	110.0	49.59	3.09
516	2007/02/28	110.0	51.44	3.23
517	2007/03/01	110.0	49.81	3.14
518	2007/03/02	111.0	50.48	3.21
519	2007/03/05	111.0	50.42	3.19
520	2007/03/06	111.0	50.82	3.22
521	2007/03/07	111.0	52.16	3.3
522	2007/03/08	111.0	53.41	3.38
523	2007/03/09	111.0	54.01	3.43
524	2007/03/12	111.0	55.13	3.52
525	2007/03/13	111.0	55.62	3.56
526	2007/03/14	111.0	54.81	3.53
527	2007/03/15	111.0	55.97	3.6
528	2007/03/16	111.0	55.0	3.53
529	2007/03/19	111.0	55.76	3.58
530	2007/03/20	111.0	57.14	3.68
531	2007/03/21	112.0	58.41	3.76
532	2007/03/22	112.0	58.48	3.78
533	2007/03/23	112.0	59.55	3.85
534	2007/03/26	112.0	61.16	3.95
535	2007/03/27	112.0	61.98	4.01
536	2007/03/28	112.0	60.98	3.94
537	2007/03/29	112.0	58.89	3.86
538	2007/03/30	112.0	59.32	3.9
539	2007/04/02	112.0	60.5	3.86
540	2007/04/03	112.0	61.47	3.92
541	2007/04/04	112.0	62.31	3.96
542	2007/04/05	112.0	63.64	4.04
543	2007/04/06	112.0	64.51	4.12
544	2007/04/09	112.0	65.3	4.18
545	2007/04/10	112.0	64.93	4.18
546	2007/04/11	112.0	66.23	4.27
547	2007/04/12	112.0	67.16	4.37
548	2007/04/13	112.0	66.92	4.33
549	2007/04/16	112.0	68.4	4.45
550	2007/04/17	112.0	69.72	4.56
551	2007/04/18	112.0	67.85	4.68
552	2007/04/19	113.0	64.93	4.44
553	2007/04/20	113.0	66.47	4.65
554	2007/04/23	113.0	69.7	4.83
555	2007/04/24	113.0	68.97	4.89
556	2007/04/25	113.0	68.43	4.9
557	2007/04/26	113.0	69.29	4.94
558	2007/04/27	112.0	64.74	4.88
559	2007/04/30	113.0	66.04	4.95
560	2007/05/08	113.0	68.53	5.14
561	2007/05/09	113.0	68.0	5.14
562	2007/05/10	113.0	68.95	5.21
563	2007/05/11	113.0	68.95	5.23
564	2007/05/14	113.0	69.79	5.28
565	2007/05/15	113.0	68.15	5.15
566	2007/05/16	113.0	69.62	5.27
567	2007/05/17	113.0	72.09	5.44
568	2007/05/18	113.0	72.7	5.5
569	2007/05/21	113.0	74.19	5.63
570	2007/05/22	113.0	75.35	5.74
571	2007/05/23	113.0	77.1	5.87
572	2007/05/24	113.0	76.5	5.8
573	2007/05/25	113.0	77.93	5.89
574	2007/05/28	113.0	79.63	6.03
575	2007/05/29	113.0	82.43	6.2
576	2007/05/30	113.0	76.2	5.74
577	2007/05/31	113.0	73.93	5.47
578	2007/06/01	113.0	69.51	5.08
579	2007/06/04	113.0	63.59	4.65
580	2007/06/05	113.0	64.28	4.63
581	2007/06/06	113.0	66.0	4.72
582	2007/06/07	113.0	69.77	4.96
583	2007/06/08	113.0	70.84	5.01
584	2007/06/11	113.0	72.25	5.09
585	2007/06/12	113.0	74.27	5.18
586	2007/06/13	113.0	76.87	5.4
587	2007/06/14	113.0	75.72	5.34
588	2007/06/15	113.0	75.73	5.36
589	2007/06/18	113.0	77.76	5.5
590	2007/06/19	113.0	79.08	5.61
591	2007/06/20	113.0	76.88	5.47
592	2007/06/21	113.0	77.05	5.5
593	2007/06/22	113.0	73.05	5.19
594	2007/06/25	113.0	67.94	4.81
595	2007/06/26	113.0	69.13	4.85
596	2007/06/27	113.0	70.77	4.95
597	2007/06/28	113.0	66.17	4.61
598	2007/06/29	113.0	63.22	4.39
599	2007/07/02	113.0	64.06	4.39
600	2007/07/03	113.0	65.54	4.47
601	2007/07/04	113.0	64.23	4.36
602	2007/07/05	113.0	60.62	4.11
603	2007/07/06	113.0	64.06	4.33
604	2007/07/09	113.0	65.88	4.47
605	2007/07/10	113.0	63.85	4.35
606	2007/07/11	113.0	64.39	4.4
607	2007/07/12	113.0	64.9	4.44
608	2007/07/13	113.0	64.79	4.43
609	2007/07/16	113.0	62.96	4.3
610	2007/07/17	113.0	64.09	4.37
611	2007/07/18	113.0	64.44	4.37
612	2007/07/19	113.0	64.28	4.38
613	2007/07/20	113.0	66.05	4.52
614	2007/07/23	113.0	68.88	4.74
615	2007/07/24	113.0	68.79	4.72
616	2007/07/25	113.0	70.36	4.85
617	2007/07/26	113.0	70.48	4.93
618	2007/07/27	113.0	71.41	5.03
619	2007/07/30	113.0	73.9	5.13
620	2007/07/31	113.0	73.43	5.2
621	2007/08/01	113.0	69.31	4.93
622	2007/08/02	113.0	71.89	5.1
623	2007/08/03	113.0	73.14	5.16
624	2007/08/06	113.0	74.06	5.24
625	2007/08/07	113.0	73.92	5.22
626	2007/08/08	113.0	72.53	5.16
627	2007/08/09	113.0	72.76	5.19
628	2007/08/10	113.0	70.68	5.05
629	2007/08/13	112.0	69.25	4.98
630	2007/08/14	112.0	71.43	5.13
631	2007/08/15	112.0	71.59	5.12
632	2007/08/16	112.0	71.95	5.19
633	2007/08/17	112.0	71.69	5.15
634	2007/08/20	112.0	75.02	5.34
635	2007/08/21	112.0	75.85	5.4
636	2007/08/22	112.0	76.42	5.47
637	2007/08/23	112.0	76.8	5.51
638	2007/08/24	113.0	75.65	5.54
639	2007/08/27	113.0	74.81	5.5
640	2007/08/28	113.0	73.3	5.48
641	2007/08/29	113.0	71.41	5.4
642	2007/08/30	113.0	73.54	5.59
643	2007/08/31	113.0	72.43	5.65
644	2007/09/03	113.0	73.78	5.77
645	2007/09/04	113.0	73.44	5.75
646	2007/09/05	113.0	73.78	5.78
647	2007/09/06	113.0	74.24	5.83
648	2007/09/07	113.0	72.3	5.69
649	2007/09/10	113.0	73.19	5.8
650	2007/09/11	113.0	69.19	5.48
651	2007/09/12	113.0	69.87	5.53
652	2007/09/13	114.0	71.07	5.64
653	2007/09/14	114.0	72.22	5.76
654	2007/09/17	114.0	73.39	5.86
655	2007/09/18	114.0	73.11	5.86
656	2007/09/19	114.0	71.74	5.77
657	2007/09/20	114.0	72.95	5.87
658	2007/09/21	114.0	72.2	5.8
659	2007/09/24	114.0	71.5	5.76
660	2007/09/25	114.0	71.22	5.73
661	2007/09/26	114.0	70.49	5.67
662	2007/09/27	114.0	71.12	5.7
663	2007/09/28	114.0	72.52	5.8
664	2007/10/08	114.0	72.68	5.63
