	code	name	market_cap	weight
276		中国国旅		0.566
277		中煤能源		0.078
278		紫金矿业		0.352
279		方正证券		0.262
280		中远海控		0.169
281		永辉超市		0.274
282		建设银行		0.386
283		中国核电		0.234
284		中国银行		0.658
285		中国重工		0.442
286		大唐发电		0.07
287		金隅集团		0.123
288		贵阳银行		0.149
289		中信银行		0.16
290		养元饮品		0.029
291		汇顶科技		0.078
292		药明康德		0.081
293		合盛硅业		0.037
294		海天味业		0.581
295		华友钴业		0.154
296		欧派家居		0.127
297		步长制药		0.106
298		兆易创新		0.12
299		洛阳钼业		0.272
