	code	name	market_cap	weight
107		翰宇药业		0.275
108		舒泰神		0.152
109		金城医药		0.161
110		冠昊生物		0.207
111		迪安诊断		0.369
112		卫宁健康		0.911
113		常山药业		0.194
114		尔康制药		0.263
115		和佳股份		0.185
116		利德曼		0.09
117		博雅生物		0.29
118		三诺生物		0.155
119		戴维医疗		0.064
120		凯利泰		0.309
121		泰格医药		1.281
122		我武生物		0.383
123		楚天科技		0.092
124		博腾股份		0.134
125		迪瑞医疗		0.125
126		花园生物		0.226
127		九强生物		0.229
128		金石东方		0.089
129		广生堂		0.084
130		美康生物		0.124
131		创业慧康		0.403
132		迈克生物		0.311
133		万孚生物		0.328
134		赛升药业		0.126
135		富祥股份		0.139
136		新光药业		0.041
137		健帆生物		0.43
138		和仁科技		0.115
139		贝达药业		0.498
140		乐心医疗		0.056
141		赛托生物		0.09
142		海辰药业		0.096
143		欧普康视		0.289
144		康泰生物		0.996
145		普利制药		0.304
146		开立医疗		0.131
147		凯普生物		0.091
148		透景生命		0.066
149		正海生物		0.098
150		华大基因		0.666
151		英科医疗		0.082
152		海特生物		0.094
153		艾德生物		0.219
154		天宇股份		0.101
155		九典制药		0.056
156		一品红		0.101
157		药石科技		0.18
158		万东医疗		0.199
159		中国医药		0.454
160		华润双鹤		0.397
161		人福医药		0.597
162		金花股份		0.121
163		同仁堂		0.906
164		同济堂		0.2
165		太极集团		0.171
166		天坛生物		0.603
167		中牧股份		0.219
168		复星医药		1.653
169		生物股份		1.149
170		西藏药业		0.204
171		浙江医药		0.399
172		圣济堂		0.261
173		中恒集团		0.503
174		海正药业		0.361
175		恒瑞医药		9.572
176		羚锐制药		0.228
177		安迪苏		0.203
178		中新药业		0.251
179		白云山		1.21
180		亚宝药业		0.248
181		健康元		0.472
182		现代制药		0.237
183		昆药集团		0.31
184		片仔癀		1.913
185		千金药业		0.188
186		国药股份		0.448
187		康美药业		1.721
188		华海药业		0.642
189		交大昂立		0.187
190		天士力		1.128
191		康缘药业		0.318
192		济川药业		0.621
193		康恩贝		0.903
194		新华医疗		0.274
195		益佰制药		0.239
196		复旦复华		0.32
197		中源协和		0.366
198		哈药股份		0.526
199		南京医药		0.175
200		百花村		0.065
201		江中药业		0.251
202		通策医疗		0.749
203		广誉远		0.403
204		辅仁药业		0.101
205		鲁抗医药		0.259
206		华北制药		0.228
207		人民同泰		0.073
208		海欣股份		0.273
209		通化东宝		1.364
210		马应龙		0.268
211		九州通		0.487
212		上海医药		1.317
213		圣达生物		0.051
214		润达医疗		0.233
215		昭衍新药		0.183
216		莎普爱思		0.057
217		济民制药		0.176
218		大参林		0.219
219		药明康德		0.543
220		振德医疗		0.064
221		辰欣药业		0.134
222		柳药股份		0.262
223		基蛋生物		0.153
224		九洲药业		0.209
225		安图生物		0.309
226		灵康药业		0.102
227		卫信康		0.046
228		健友股份		0.334
229		塞力斯		0.127
230		海利生物		0.231
231		步长制药		0.709
232		金域医学		0.233
233		老百姓		0.396
234		寿仙谷		0.133
235		益丰药房		0.483
236		康德莱		0.094
237		方盛制药		0.095
