	名称	代码	市值（亿元）	涨跌幅	pe	pb	一级行业代码	一级行业名称	二级行业代码	二级行业名称	持有市值（元）	日盈亏	相关指数
69	顺鑫农业	000860.XSHE	366.43	0.0%	41.99	5.03	801120	食品饮料I	801123	饮料制造II	1717.54	0.0	中证500
70	复星医药	600196.XSHG	641.24	0.0%	23.95	2.09	801150	医药生物I	801152	生物制品II	1713.89	0.0	上证50,沪深300,养老产业,全指医药
71	吉比特	603444.XSHG	208.47	0.0%	23.53	7.12	801760	传媒I	801752	互联网传媒II	1682.1	0.0	中证500,中证传媒
72	四维图新	002405.XSHE	329.5	0.0%	116.0	4.47	801750	计算机I	801222	计算机应用II	1674.98	0.0	中证500
73	中炬高新	600872.XSHG	347.65	0.0%	52.1	9.21	801120	食品饮料I	801124	食品加工II	1664.96	0.0	中证500
74	申能股份	600642.XSHG	292.27	0.0%	12.99	1.01	801160	公用事业I	801161	电力II	1663.27	0.0	中证500,中证红利
75	浦发银行	600000.XSHG	3481.16	0.0%	5.7	0.72	801780	银行I	801192	银行II	1655.91	0.0	上证50,沪深300,300价值,金融地产
76	凯莱英	002821.XSHE	283.55	0.0%	53.11	9.93	801150	医药生物I	801151	化学制药II	1611.97	0.0	中证500,全指医药
77	中环股份	002129.XSHE	285.48	0.0%	31.43	2.17	801730	电气设备I	801733	电源设备II	1603.07	0.0	中证500,中证环保
78	中联重科	000157.XSHE	471.5	0.0%	11.23	1.25	801890	机械设备I	801074	专用设备II	1583.52	0.0	沪深300,300价值,基本面60,基本面120,中证红利
79	上汽集团	600104.XSHG	2711.73	0.0%	9.31	1.11	801880	汽车I	801094	汽车整车II	1575.14	0.0	上证50,沪深300,300价值,中证红利
80	中国人寿	601628.XSHG	9338.66	0.0%	18.97	2.45	801790	非银金融I	801194	保险II	1546.08	0.0	上证50,沪深300,养老产业,金融地产
81	涪陵榨菜	002507.XSHE	200.97	0.0%	30.61	7.22	801120	食品饮料I	801124	食品加工II	1541.79	0.0	中证500,养老产业
82	华东医药	000963.XSHE	400.01	0.0%	14.97	3.43	801150	医药生物I	801151	化学制药II	1540.24	0.0	沪深300,基本面60,基本面120,养老产业,全指医药
83	国新健康	000503.XSHE	150.01	0.0%	-67.96	14.14	801150	医药生物I	801156	医疗服务II	1538.21	0.0	养老产业,中证传媒
84	中国石化	600028.XSHG	5968.81	0.0%	12.87	0.82	801030	化工I	801035	石油化工II	1537.6	0.0	上证50,沪深300,300价值,中证红利
85	方大特钢	600507.XSHG	131.6	0.0%	6.96	2.14	801040	钢铁I	801041	钢铁II	1537.18	0.0	中证500,中证红利
86	第一创业	002797.XSHE	259.88	0.0%	75.25	2.93	801790	非银金融I	801193	证券II	1516.06	0.0	中证500,证券公司,金融地产
87	巨人网络	002558.XSHE	355.68	0.0%	44.3	4.36	801760	传媒I	801752	互联网传媒II	1502.87	0.0	沪深300,养老产业,中证传媒
88	泰格医药	300347.XSHE	458.35	0.0%	67.17	11.86	801150	医药生物I	801156	医疗服务II	1493.85	0.0	中证1000,创业板,全指医药
89	中国电影	600977.XSHG	264.93	0.0%	24.75	2.24	801760	传媒I	801761	文化传媒II	1474.49	0.0	沪深300,养老产业,中证传媒
90	华域汽车	600741.XSHG	791.33	0.0%	12.01	1.64	801880	汽车I	801093	汽车零部件II	1465.15	0.0	沪深300,300价值,中证红利
91	协鑫集成	002506.XSHE	318.1	0.0%	300.98	7.38	801730	电气设备I	801733	电源设备II	1464.8	0.0	中证500,中证环保
92	金地集团	600383.XSHG	560.71	0.0%	6.77	1.14	801180	房地产I	801181	房地产开发II	1460.67	0.0	沪深300,300价值,中证红利,金融地产
93	上海医药	601607.XSHG	492.82	0.0%	12.61	1.2	801150	医药生物I	801154	医药商业II	1455.16	0.0	沪深300,养老产业,全指医药
94	上海家化	600315.XSHG	202.18	0.0%	32.24	3.25	801030	化工I	801034	化学制品II	1452.81	0.0	中证500,养老产业
95	宁波银行	002142.XSHE	1496.57	0.0%	11.53	1.81	801780	银行I	801192	银行II	1452.64	0.0	沪深300,基本面60,基本面120,中证红利,金融地产
96	光大银行	601818.XSHG	2199.3	0.0%	5.9	0.71	801780	银行I	801192	银行II	1451.37	0.0	上证50,沪深300,300价值,中证红利,金融地产
97	海螺水泥	600585.XSHG	2449.34	0.0%	7.44	1.92	801710	建筑材料I	801711	水泥制造II	1438.57	0.0	上证50,沪深300,300价值,中证红利
98	万达电影	002739.XSHE	300.12	0.0%	163.23	1.54	801760	传媒I	801761	文化传媒II	1435.44	0.0	沪深300,基本面120,养老产业,中证传媒
99	双汇发展	000895.XSHE	1024.33	0.0%	19.69	6.74	801120	食品饮料I	801124	食品加工II	1431.98	0.0	沪深300,300价值,基本面60,基本面120,中证红利
100	韦尔股份	603501.XSHG	1260.95	0.0%	4765.66	16.5	801080	电子I	801081	半导体II	1429.61	0.0	中证500
101	首旅酒店	600258.XSHG	184.01	0.0%	23.75	2.1	801210	休闲服务I	801213	酒店II	1423.35	0.0	中证500,养老产业
102	宁德时代	300750.XSHE	1908.06	0.0%	42.66	5.16	801730	电气设备I	801733	电源设备II	1397.49	0.0	基本面60,基本面120,创业板,中证环保
103	龙蟒佰利	002601.XSHE	264.57	0.0%	11.11	1.94	801030	化工I	801034	化学制品II	1393.38	0.0	沪深300,300价值,基本面60,基本面120,中证红利
104	建设银行	601939.XSHG	17875.79	0.0%	6.72	0.87	801780	银行I	801192	银行II	1383.98	0.0	上证50,沪深300,300价值,中证红利,金融地产
105	伟星新材	002372.XSHE	188.77	0.0%	18.57	5.25	801710	建筑材料I	801713	其他建材II	1381.96	0.0	中证500,中证红利,中证环保
106	宇通客车	600066.XSHG	315.26	0.0%	12.98	1.98	801880	汽车I	801094	汽车整车II	1374.2	0.0	沪深300,300价值,中证红利,中证环保
107	国海证券	000750.XSHE	196.44	0.0%	37.25	1.4	801790	非银金融I	801193	证券II	1371.43	0.0	中证500,证券公司,金融地产
108	吉林敖东	000623.XSHE	180.97	0.0%	15.09	0.84	801150	医药生物I	801151	化学制药II	1370.11	0.0	基本面120,中证500,全指医药
109	三六零	601360.XSHG	1392.72	0.0%	22.48	5.0	801750	计算机I	801222	计算机应用II	1366.86	0.0	沪深300,养老产业,中证传媒
110	人民网	603000.XSHG	205.11	0.0%	85.53	6.95	801760	传媒I	801752	互联网传媒II	1365.45	0.0	中证500,中证传媒
111	东方证券	600958.XSHG	686.08	0.0%	33.17	1.29	801790	非银金融I	801193	证券II	1355.51	0.0	沪深300,证券公司,金融地产
112	利欧股份	002131.XSHE	150.98	0.0%	-8.38	1.87	801760	传媒I	801751	营销传播II	1354.67	0.0	中证500,中证传媒
113	中国国旅	601888.XSHG	1637.74	0.0%	35.72	8.41	801210	休闲服务I	801214	旅游综合II	1352.75	0.0	上证50,沪深300,养老产业
114	星徽精密	300464.XSHE	47.14	0.0%	51.67	2.71	801890	机械设备I	801072	通用机械II	1333.56	0.0	养老产业
115	三钢闽光	002110.XSHE	208.63	0.0%	5.02	1.17	801040	钢铁I	801041	钢铁II	1331.45	0.0	基本面60,基本面120,中证500,中证红利
116	中国软件	600536.XSHG	357.37	0.0%	347.66	18.56	801750	计算机I	801222	计算机应用II	1329.47	0.0	中证500
117	宋城演艺	300144.XSHE	404.7	0.0%	28.71	4.08	801210	休闲服务I	801212	景点II	1328.72	0.0	沪深300,创业板,养老产业
118	科伦药业	002422.XSHE	313.15	0.0%	28.37	2.34	801150	医药生物I	801151	化学制药II	1321.45	0.0	沪深300,基本面120,养老产业,全指医药
119	格林美	002340.XSHE	168.06	0.0%	20.59	1.63	801050	有色金属I	801051	金属非金属新材料II	1321.34	0.0	中证500,中证环保
120	阳光电源	300274.XSHE	157.37	0.0%	20.79	1.9	801730	电气设备I	801733	电源设备II	1320.8	0.0	中证500,创业板,中证环保
121	五粮液	000858.XSHE	4892.38	0.0%	29.77	7.05	801120	食品饮料I	801123	饮料制造II	1319.84	0.0	沪深300,基本面60,基本面120
122	长电科技	600584.XSHG	349.91	0.0%	-30.73	2.84	801080	电子I	801081	半导体II	1316.95	0.0	中证500
123	璞泰来	603659.XSHG	294.21	0.0%	47.18	9.15	801080	电子I	801082	其他电子II	1315.13	0.0	中证500,中证环保
124	蓝色光标	300058.XSHE	134.02	0.0%	22.18	1.54	801760	传媒I	801751	营销传播II	1310.96	0.0	中证500,创业板,中证传媒
125	顺网科技	300113.XSHE	155.8	0.0%	67.12	5.66	801760	传媒I	801752	互联网传媒II	1308.07	0.0	中证500,创业板,中证传媒
126	依顿电子	603328.XSHG	104.31	0.0%	16.91	2.99	801080	电子I	801083	元件II	1307.51	0.0	中证500,中证红利
127	天坛生物	600161.XSHG	271.27	0.0%	46.79	7.15	801150	医药生物I	801152	生物制品II	1304.66	0.0	中证500,全指医药
128	通化东宝	600867.XSHG	247.54	0.0%	29.5	4.95	801150	医药生物I	801152	生物制品II	1296.64	0.0	沪深300,养老产业,全指医药
129	TCL集团	000100.XSHE	519.49	0.0%	14.61	1.71	801080	电子I	801084	光学光电子II	1291.8	0.0	沪深300,300价值,基本面60,基本面120,养老产业
130	白云山	600332.XSHG	530.5	0.0%	16.78	2.2	801150	医药生物I	801155	中药II	1278.71	0.0	沪深300,养老产业,全指医药
131	山西证券	002500.XSHE	213.0	0.0%	34.7	1.68	801790	非银金融I	801193	证券II	1268.26	0.0	中证500,证券公司,金融地产
132	长安汽车	000625.XSHE	412.07	0.0%	-13.11	0.95	801880	汽车I	801094	汽车整车II	1262.54	0.0	沪深300,300价值,基本面60,基本面120,中证红利
133	紫光国微	002049.XSHE	276.89	0.0%	65.1	6.67	801080	电子I	801081	半导体II	1259.36	0.0	中证500
134	华鲁恒升	600426.XSHG	273.44	0.0%	11.41	2.0	801030	化工I	801034	化学制品II	1256.86	0.0	中证500
135	华西证券	002926.XSHE	245.7	0.0%	21.14	1.27	801790	非银金融I	801193	证券II	1245.43	0.0	中证500,证券公司,金融地产
136	华谊兄弟	300027.XSHE	122.42	0.0%	-5.9	1.54	801760	传媒I	801761	文化传媒II	1229.51	0.0	中证500,创业板,中证传媒
137	川投能源	600674.XSHG	427.45	0.0%	12.46	1.64	801160	公用事业I	801161	电力II	1223.42	0.0	沪深300,300价值,中证红利,中证环保
138	南京银行	601009.XSHG	703.17	0.0%	5.68	0.94	801780	银行I	801192	银行II	1216.65	0.0	沪深300,300价值,中证红利,金融地产
139	同仁堂	600085.XSHG	358.91	0.0%	31.63	3.94	801150	医药生物I	801155	中药II	1207.23	0.0	沪深300,养老产业,全指医药
140	华大基因	300676.XSHE	236.7	0.0%	70.33	5.31	801150	医药生物I	801153	医疗器械II	1201.07	0.0	创业板,养老产业,全指医药
141	昆仑万维	300418.XSHE	163.58	0.0%	13.5	3.69	801760	传媒I	801752	互联网传媒II	1200.67	0.0	中证500,创业板,中证传媒
142	康弘药业	002773.XSHE	343.76	0.0%	46.41	7.72	801150	医药生物I	801151	化学制药II	1200.59	0.0	沪深300,养老产业,全指医药
143	晶盛机电	300316.XSHE	177.77	0.0%	29.23	4.06	801730	电气设备I	801733	电源设备II	1193.18	0.0	中证500,创业板,中证环保
144	桃李面包	603866.XSHG	271.79	0.0%	39.82	7.87	801120	食品饮料I	801124	食品加工II	1185.76	0.0	中证500,养老产业
145	天士力	600535.XSHG	225.08	0.0%	17.21	2.02	801150	医药生物I	801155	中药II	1184.26	0.0	沪深300,养老产业,全指医药
146	威孚高科	000581.XSHE	189.58	0.0%	9.17	1.15	801880	汽车I	801093	汽车零部件II	1180.54	0.0	基本面120,中证500,中证环保
147	锦江酒店	600754.XSHG	236.42	0.0%	21.81	1.82	801210	休闲服务I	801213	酒店II	1173.16	0.0	中证500,养老产业
148	华海药业	600521.XSHG	235.65	0.0%	64.75	4.24	801150	医药生物I	801151	化学制药II	1172.68	0.0	中证500,全指医药
149	辽宁成大	600739.XSHG	217.07	0.0%	19.54	1.01	801150	医药生物I	801152	生物制品II	1171.73	0.0	中证500
150	东阿阿胶	000423.XSHE	221.91	0.0%	20.76	2.09	801150	医药生物I	801155	中药II	1159.25	0.0	沪深300,基本面120,养老产业,全指医药
151	上海莱士	002252.XSHE	357.68	0.0%	94.03	3.12	801150	医药生物I	801152	生物制品II	1155.85	0.0	沪深300,养老产业,全指医药
152	亿纬锂能	300014.XSHE	467.32	0.0%	34.6	6.5	801080	电子I	801082	其他电子II	1155.76	0.0	中证1000,创业板,中证环保
153	长信科技	300088.XSHE	186.35	0.0%	22.84	3.48	801080	电子I	801084	光学光电子II	1153.31	0.0	中证500,创业板
154	兴业证券	601377.XSHG	417.87	0.0%	35.97	1.21	801790	非银金融I	801193	证券II	1150.64	0.0	沪深300,300价值,证券公司,金融地产
155	人福医药	600079.XSHG	171.24	0.0%	-7.58	1.75	801150	医药生物I	801151	化学制药II	1147.71	0.0	中证500,全指医药
156	正邦科技	002157.XSHE	369.93	0.0%	177.42	4.9	801010	农林牧渔I	801014	饲料II	1146.7	0.0	中证500
157	康力电梯	002367.XSHE	55.6	0.0%	35.89	1.9	801890	机械设备I	801074	专用设备II	1146.09	0.0	中证1000,中证红利
158	江苏租赁	600901.XSHG	177.41	0.0%	11.81	1.53	801790	非银金融I	801191	多元金融II	1141.97	0.0	中证500,养老产业,金融地产
159	国信证券	002736.XSHE	939.72	0.0%	17.98	1.88	801790	非银金融I	801193	证券II	1132.09	0.0	沪深300,基本面60,基本面120,证券公司,金融地产
160	中国建筑	601668.XSHG	2149.15	0.0%	5.25	0.88	801720	建筑装饰I	801721	房屋建设II	1126.24	0.0	上证50,沪深300,300价值,中证红利
161	万达信息	300168.XSHE	177.37	0.0%	144.22	4.89	801750	计算机I	801222	计算机应用II	1125.47	0.0	中证500,创业板
162	视觉中国	000681.XSHE	137.59	0.0%	43.55	4.46	801760	传媒I	801752	互联网传媒II	1112.41	0.0	中证500,中证传媒
163	歌华有线	600037.XSHG	119.55	0.0%	19.28	0.9	801760	传媒I	801761	文化传媒II	1111.69	0.0	中证500,中证传媒
164	鱼跃医疗	002223.XSHE	192.78	0.0%	23.74	3.18	801150	医药生物I	801153	医疗器械II	1108.47	0.0	中证500,全指医药
165	游族网络	002174.XSHE	141.27	0.0%	13.69	2.66	801760	传媒I	801752	互联网传媒II	1107.73	0.0	中证500,中证传媒
166	东北证券	000686.XSHE	185.6	0.0%	20.66	1.2	801790	非银金融I	801193	证券II	1102.23	0.0	中证500,证券公司,金融地产
167	康恩贝	600572.XSHG	165.37	0.0%	32.85	3.05	801150	医药生物I	801155	中药II	1097.77	0.0	中证500,全指医药
168	海格通信	002465.XSHE	239.75	0.0%	49.9	2.84	801740	国防军工I	801743	地面兵装II	1096.62	0.0	中证500
169	中文传媒	600373.XSHG	161.25	0.0%	9.57	1.18	801760	传媒I	801752	互联网传媒II	1093.36	0.0	中证500,中证传媒
170	华润三九	000999.XSHE	283.69	0.0%	12.39	2.28	801150	医药生物I	801155	中药II	1093.27	0.0	基本面120,中证500,全指医药
171	益丰药房	603939.XSHG	281.92	0.0%	53.6	6.36	801150	医药生物I	801154	医药商业II	1087.07	0.0	中证500,全指医药
172	丽珠集团	000513.XSHE	279.03	0.0%	23.61	2.57	801150	医药生物I	801151	化学制药II	1087.07	0.0	中证500,全指医药
173	华安证券	600909.XSHG	216.9	0.0%	20.28	1.67	801790	非银金融I	801193	证券II	1086.46	0.0	中证500,证券公司,金融地产
174	正泰电器	601877.XSHG	503.39	0.0%	13.73	2.16	801730	电气设备I	801734	高低压设备II	1085.78	0.0	沪深300,300价值,中证红利,中证环保
175	南极电商	002127.XSHE	276.42	0.0%	26.6	6.5	801200	商业贸易I	801204	专业零售II	1079.1	0.0	中证500
176	新华保险	601336.XSHG	1387.26	0.0%	10.49	1.74	801790	非银金融I	801194	保险II	1078.64	0.0	上证50,沪深300,养老产业,金融地产
177	泸州老窖	000568.XSHE	1177.08	0.0%	25.98	6.34	801120	食品饮料I	801123	饮料制造II	1074.03	0.0	沪深300,基本面60,基本面120,中证红利
178	方正证券	601901.XSHG	563.9	0.0%	43.99	1.46	801790	非银金融I	801193	证券II	1072.69	0.0	沪深300,证券公司,金融地产
179	九州通	600998.XSHG	245.79	0.0%	15.48	1.56	801150	医药生物I	801154	医药商业II	1069.53	0.0	沪深300,养老产业,全指医药
180	宝新能源	000690.XSHE	123.81	0.0%	38.22	1.36	801160	公用事业I	801161	电力II	1061.73	0.0	中证500,中证环保
181	承德露露	000848.XSHE	73.98	0.0%	17.38	3.91	801120	食品饮料I	801123	饮料制造II	1053.93	0.0	中证500,中证红利
182	东方电气	600875.XSHG	274.77	0.0%	21.94	0.94	801730	电气设备I	801733	电源设备II	1051.08	0.0	中证500,中证环保
183	国投电力	600886.XSHG	584.96	0.0%	11.47	1.62	801160	公用事业I	801161	电力II	1048.19	0.0	沪深300,300价值,中证红利,中证环保
184	晨鸣纸业	000488.XSHE	133.03	0.0%	12.13	0.78	801140	轻工制造I	801143	造纸II	1048.18	0.0	基本面120,中证500,中证红利
