	code	name	market_cap	weight
51	000620.XSHE	新华联	89.1444	0.112
52	000626.XSHE	远大控股	46.9756	0.047
53	000631.XSHE	顺发恒业	88.5437	0.067
54	000639.XSHE	西王食品	79.7235	0.08
55	000650.XSHE	仁和药业	82.1019	0.145
56	000657.XSHE	中钨高新	58.7918	0.059
57	000665.XSHE	湖北广电	60.3134	0.061
58	000666.XSHE	经纬纺机	98.2261	0.11
59	000672.XSHE	上峰水泥	92.5086	0.116
60	000673.XSHE	当代东方	41.3189	0.052
61	000676.XSHE	智度股份	108.12	0.109
62	000683.XSHE	远兴能源	118.5043	0.209
63	000687.XSHE	华讯方舟	70.9501	0.107
64	000688.XSHE	国城矿业	138.1819	0.104
65	000697.XSHE	炼石航空	95.0337	0.168
66	000700.XSHE	模塑科技	31.9291	0.048
67	000701.XSHE	厦门信达	31.6752	0.056
68	000710.XSHE	贝瑞基因	154.6082	0.117
69	000711.XSHE	京蓝科技	74.3183	0.075
70	000722.XSHE	湖南发展	41.4029	0.042
71	000731.XSHE	四川美丰	41.2265	0.104
72	000733.XSHE	振华科技	79.2801	0.12
73	000735.XSHE	罗牛山	142.5574	0.287
74	000739.XSHE	普洛药业	131.0518	0.165
75	000751.XSHE	锌业股份	52.1652	0.105
76	000789.XSHE	万年青	94.8261	0.143
77	000791.XSHE	甘肃电投	63.0261	0.063
78	000793.XSHE	华闻传媒	93.8705	0.189
79	000795.XSHE	英洛华	57.251000000000005	0.072
80	000796.XSHE	凯撒旅游	67.452	0.051
81	000797.XSHE	中国武夷	74.9349	0.094
82	000799.XSHE	酒鬼酒	83.8967	0.148
83	000800.XSHE	一汽轿车	137.361	0.173
84	000801.XSHE	四川九洲	67.8121	0.102
85	000802.XSHE	北京文化	90.3466	0.091
86	000810.XSHE	创维数字	122.6626	0.124
87	000811.XSHE	冰轮环境	59.5585	0.09
88	000815.XSHE	美利云	60.1403	0.061
89	000818.XSHE	航锦科技	84.594	0.149
90	000820.XSHE	神雾节能	42.1219	0.064
91	000821.XSHE	京山轻机	51.7782	0.078
92	000822.XSHE	山东海化	53.8845	0.081
93	000828.XSHE	东莞控股	100.0015	0.101
94	000831.XSHE	五矿稀土	128.8888	0.195
95	000836.XSHE	富通鑫茂	57.1599	0.144
96	000837.XSHE	秦川机床	36.6793	0.065
97	000838.XSHE	财信发展	43.9084	0.044
98	000851.XSHE	高鸿股份	62.6265	0.126
99	000869.XSHE	张裕A	219.1428	0.11
100	000875.XSHE	吉电股份	66.1065	0.133
101	000881.XSHE	中广核技	95.7348	0.072
102	000882.XSHE	华联股份	79.3832	0.12
103	000883.XSHE	湖北能源	272.6621	0.206
104	000885.XSHE	城发环境	45.419	0.046
105	000889.XSHE	中嘉博创	83.9054	0.085
106	000892.XSHE	欢瑞世纪	51.8939	0.065
107	000901.XSHE	航天科技	92.0672	0.162
108	000902.XSHE	新洋丰	141.5414	0.178
109	000905.XSHE	厦门港务	47.1528	0.059
110	000910.XSHE	大亚圣象	83.3186	0.126
111	000913.XSHE	钱江摩托	53.9708	0.082
112	000915.XSHE	山大华特	54.5524	0.11
113	000917.XSHE	电广传媒	128.1471	0.258
114	000918.XSHE	嘉凯城	139.1032	0.14
115	000921.XSHE	海信家电	183.4228	0.153
116	000923.XSHE	河北宣工	111.4208	0.056
117	000925.XSHE	众合科技	44.0627	0.078
118	000927.XSHE	一汽夏利	72.8995	0.073
119	000928.XSHE	中钢国际	77.6618	0.098
120	000933.XSHE	神火股份	94.2648	0.142
121	000935.XSHE	四川双马	143.3741	0.108
122	000936.XSHE	华西股份	94.449	0.143
123	000951.XSHE	中国重汽	120.3248	0.121
124	000957.XSHE	中通客车	44.0528	0.078
125	000958.XSHE	东方能源	59.4125	0.105
126	000965.XSHE	天保基建	53.1609	0.067
127	000967.XSHE	盈峰环境	220.4654	0.072
128	000968.XSHE	蓝焰控股	123.4533	0.187
129	000971.XSHE	ST高升	48.0025	0.06
130	000973.XSHE	佛塑科技	47.1135	0.095
131	000976.XSHE	华铁股份	90.9537	0.092
132	000977.XSHE	浪潮信息	322.313	0.568
133	000989.XSHE	九芝堂	114.1462	0.144
134	000996.XSHE	中国中期	49.473	0.125
135	001896.XSHE	豫能控股	44.2976	0.045
136	002003.XSHE	伟星股份	57.9886	0.088
137	002005.XSHE	德豪润达	48.3533	0.073
138	002016.XSHE	世荣兆业	86.0069	0.065
139	002020.XSHE	京新药业	81.5481	0.144
140	002022.XSHE	科华生物	59.7145	0.12
141	002023.XSHE	海特高新	97.3233	0.196
142	002025.XSHE	航天电器	119.0046	0.18
143	002031.XSHE	巨轮智能	57.6242	0.116
144	002033.XSHE	丽江旅游	38.5193	0.058
145	002035.XSHE	华帝股份	123.6917	0.249
146	002036.XSHE	联创电子	75.4579	0.133
147	002042.XSHE	华孚时尚	118.0555	0.178
148	002043.XSHE	兔宝宝	54.9302	0.083
149	002047.XSHE	宝鹰股份	94.9638	0.143
150	002053.XSHE	云南能投	67.8032	0.051
151	002055.XSHE	得润电子	69.3158	0.105
152	002060.XSHE	粤水电	42.3196	0.075
153	002061.XSHE	浙江交科	120.2308	0.121
154	002067.XSHE	景兴纸业	46.7816	0.12
155	002068.XSHE	黑猫股份	48.4951	0.061
156	002071.XSHE	长城影视	30.002	0.045
157	002073.XSHE	软控股份	57.7204	0.145
158	002079.XSHE	苏州固锝	55.9082	0.084
159	002080.XSHE	中材科技	179.4301	0.136
160	002086.XSHE	ST东海洋	40.3891	0.061
161	002089.XSHE	新海宜	73.8198	0.149
162	002091.XSHE	江苏国泰	105.3989	0.133
163	002094.XSHE	青岛金王	43.2845	0.076
164	002095.XSHE	生意宝	74.1733	0.112
165	002097.XSHE	山河智能	77.1469	0.113
166	002099.XSHE	海翔药业	107.3278	0.162
167	002101.XSHE	广东鸿图	48.8177	0.061
168	002104.XSHE	恒宝股份	56.3927	0.114
169	002108.XSHE	沧州明珠	71.3216	0.126
170	002113.XSHE	ST天润	56.2498	0.071
171	002115.XSHE	三维通信	68.3092	0.103
172	002117.XSHE	东港股份	71.4459	0.126
173	002121.XSHE	科陆电子	91.5427	0.092
174	002124.XSHE	天邦股份	202.703	0.255
175	002126.XSHE	银轮股份	69.9344	0.176
176	002130.XSHE	沃尔核材	66.3733	0.167
177	002135.XSHE	东南网架	64.7536	0.065
178	002137.XSHE	麦达数字	45.4565	0.046
179	002138.XSHE	顺络电子	153.5563	0.309
180	002139.XSHE	拓邦股份	59.2066	0.119
181	002141.XSHE	贤丰控股	53.8962	0.068
182	002143.XSHE	印纪传媒	69.7315	0.053
183	002145.XSHE	中核钛白	74.3112	0.15
184	002148.XSHE	北纬科技	40.3145	0.081
185	002151.XSHE	北斗星通	132.6564	0.167
186	002156.XSHE	通富微电	123.5618	0.156
187	002157.XSHE	正邦科技	386.2893	0.485
188	002158.XSHE	汉钟精机	57.4878	0.058
189	002166.XSHE	莱茵生物	37.7811	0.067
190	002167.XSHE	东方锆业	44.8944	0.09
191	002168.XSHE	惠程科技	94.0331	0.237
192	002171.XSHE	楚江新材	80.8152	0.102
193	002178.XSHE	延华智能	33.6136	0.059
194	002182.XSHE	云海金属	55.8509	0.084
195	002185.XSHE	华天科技	126.1619	0.254
196	002192.XSHE	融捷股份	75.5337	0.133
197	002196.XSHE	方正电机	29.0735	0.051
198	002197.XSHE	证通电子	48.4248	0.085
199	002203.XSHE	海亮股份	175.6897	0.133
200	002204.XSHE	大连重工	82.4695	0.083
201	002206.XSHE	海利得	57.727	0.102
202	002210.XSHE	飞马国际	57.1897	0.058
203	002215.XSHE	诺普信	59.5064	0.09
204	002218.XSHE	拓日新能	45.4974	0.069
205	002219.XSHE	恒康医疗	70.6925	0.107
206	002222.XSHE	福晶科技	58.31100000000001	0.117
207	002224.XSHE	三力士	44.7877	0.079
208	002226.XSHE	江南化工	84.9308	0.086
209	002229.XSHE	鸿博股份	43.2286	0.076
210	002232.XSHE	启明信息	40.2829	0.051
211	002234.XSHE	民和股份	77.3541	0.117
212	002235.XSHE	安妮股份	50.7477	0.093
213	002237.XSHE	恒邦股份	87.7626	0.133
214	002239.XSHE	奥特佳	80.1628	0.081
215	002240.XSHE	威华股份	51.0182	0.09
216	002245.XSHE	澳洋顺昌	48.4768	0.086
217	002246.XSHE	北化股份	52.8171	0.053
218	002247.XSHE	聚力文化	40.5865	0.051
219	002253.XSHE	川大智胜	38.4016	0.077
220	002256.XSHE	兆新股份	68.1433	0.103
221	002258.XSHE	利尔化学	82.3266	0.104
222	002261.XSHE	拓维信息	60.7623	0.092
223	002262.XSHE	恩华药业	128.012	0.161
224	002267.XSHE	陕天然气	93.6368	0.094
225	002279.XSHE	久其软件	63.1569	0.08
226	002283.XSHE	天润曲轴	49.2741	0.087
227	002284.XSHE	亚太股份	40.7884	0.062
228	002287.XSHE	奇正藏药	122.2872	0.034
229	002292.XSHE	奥飞娱乐	113.0514	0.142
230	002293.XSHE	罗莱生活	94.3011	0.095
231	002298.XSHE	中电兴发	55.0439	0.097
232	002301.XSHE	齐心集团	63.5383	0.08
233	002303.XSHE	美盈森	91.1138	0.115
234	002305.XSHE	南国置业	62.2583	0.078
235	002307.XSHE	北新路桥	76.3475	0.115
236	002309.XSHE	中利集团	92.5838	0.093
237	002313.XSHE	日海智能	83.8032	0.148
238	002314.XSHE	南山控股	105.06200000000001	0.079
239	002318.XSHE	久立特材	69.5096	0.123
240	002320.XSHE	海峡股份	104.149	0.079
241	002321.XSHE	华英农业	39.4841	0.07
242	002322.XSHE	理工环科	58.7457	0.074
243	002326.XSHE	永太科技	74.9566	0.113
244	002327.XSHE	富安娜	80.7111	0.101
245	002329.XSHE	皇氏集团	35.5159	0.054
246	002335.XSHE	科华恒盛	53.0562	0.067
247	002341.XSHE	新纶科技	125.9631	0.159
248	002343.XSHE	慈文传媒	51.2471	0.103
249	002346.XSHE	柘中股份	68.4442	0.052
250	002349.XSHE	精华制药	57.08	0.058
251	002351.XSHE	漫步者	37.4488	0.038
252	002355.XSHE	兴民智通	54.9808	0.083
253	002356.XSHE	赫美集团	84.3963	0.085
254	002362.XSHE	汉王科技	37.8069	0.067
255	002364.XSHE	中恒电气	64.6409	0.098
256	002367.XSHE	康力电梯	64.8492	0.098
257	002370.XSHE	亚太药业	89.5409	0.09
258	002376.XSHE	新北洋	117.4982	0.207
259	002377.XSHE	国创高新	61.9436	0.047
260	002378.XSHE	章源钨业	60.7178	0.046
261	002382.XSHE	蓝帆医疗	145.8579	0.11
262	002383.XSHE	合众思壮	102.9063	0.207
263	002387.XSHE	维信诺	179.9845	0.136
264	002388.XSHE	新亚制程	30.5283	0.031
265	002389.XSHE	航天彩虹	135.9492	0.137
266	002393.XSHE	力生制药	50.7225	0.064
267	002396.XSHE	星网锐捷	136.3709	0.206
268	002401.XSHE	中远海科	35.3881	0.045
269	002402.XSHE	和而泰	81.3519	0.164
270	002409.XSHE	雅克科技	82.1565	0.062
271	002413.XSHE	雷科防务	84.1133	0.148
272	002418.XSHE	康盛股份	57.8428	0.073
273	002419.XSHE	天虹股份	175.2438	0.177
274	002421.XSHE	达实智能	93.7764	0.165
275	002425.XSHE	凯撒文化	67.2153	0.118
276	002428.XSHE	云南锗业	48.4615	0.098
277	002429.XSHE	兆驰股份	148.031	0.149
278	002430.XSHE	杭氧股份	116.1383	0.117
279	002432.XSHE	九安医疗	30.7725	0.054
280	002433.XSHE	太安堂	45.4697	0.08
281	002436.XSHE	兴森科技	81.09100000000001	0.123
282	002443.XSHE	金洲管道	40.2374	0.081
283	002446.XSHE	盛路通信	88.8901	0.112
284	002447.XSHE	晨鑫科技	59.5139	0.12
285	002448.XSHE	中原内配	38.6443	0.078
286	002449.XSHE	国星光电	88.8133	0.179
287	002451.XSHE	摩恩电气	52.70399999999999	0.053
288	002453.XSHE	华软科技	39.8767	0.08
289	002458.XSHE	益生股份	118.6898	0.12
290	002461.XSHE	珠江啤酒	141.653	0.05
291	002462.XSHE	嘉事堂	45.1448	0.091
292	002464.XSHE	众应互联	37.504	0.057
293	002467.XSHE	二六三	51.8327	0.104
294	002474.XSHE	榕基软件	61.9711	0.109
295	002481.XSHE	双塔食品	48.7409	0.074
296	002484.XSHE	江海股份	63.8267	0.096
297	002485.XSHE	希努尔	44.0096	0.044
298	002488.XSHE	金固股份	105.2663	0.186
299	002497.XSHE	雅化集团	75.936	0.134
300	002501.XSHE	利源精制	38.6318	0.078
301	002502.XSHE	骅威文化	36.9726	0.056
302	002510.XSHE	天汽模	44.2929	0.087
303	002511.XSHE	中顺洁柔	123.8437	0.154
304	002515.XSHE	金字火腿	59.8728	0.075
305	002516.XSHE	旷达科技	50.6306	0.064
306	002518.XSHE	科士达	73.2716	0.074
307	002519.XSHE	银河电子	52.379	0.053
308	002521.XSHE	齐峰新材	31.2147	0.063
309	002522.XSHE	浙江众成	51.72	0.065
310	002530.XSHE	金财互联	88.6476	0.067
311	002531.XSHE	天顺风能	118.6606	0.149
312	002534.XSHE	杭锅股份	50.5005	0.038
313	002537.XSHE	海联金汇	152.5491	0.193
314	002538.XSHE	司尔特	43.2308	0.065
315	002539.XSHE	云图控股	58.2828	0.073
316	002540.XSHE	亚太科技	72.039	0.073
317	002542.XSHE	中化岩土	104.8586	0.106
318	002543.XSHE	万和电气	84.94200000000001	0.064
319	002545.XSHE	东方铁塔	96.4344	0.075
320	002547.XSHE	春兴精工	89.0037	0.134
321	002550.XSHE	千红制药	65.152	0.115
322	002554.XSHE	惠博普	36.1934	0.064
323	002556.XSHE	辉隆股份	44.4912	0.067
324	002557.XSHE	洽洽食品	130.7046	0.165
325	002562.XSHE	兄弟科技	56.2561	0.07
326	002564.XSHE	天沃科技	51.5622	0.091
327	002567.XSHE	唐人神	110.0091	0.139
328	002568.XSHE	百润股份	76.359	0.098
329	002574.XSHE	明牌珠宝	31.7856	0.04
330	002577.XSHE	雷柏科技	35.5863	0.036
331	002581.XSHE	未名医药	52.383	0.066
332	002582.XSHE	好想你	53.0123	0.08
333	002584.XSHE	西陇科学	43.8327	0.055
334	002585.XSHE	双星新材	76.6612	0.116
335	002586.XSHE	围海股份	62.2458	0.063
336	002590.XSHE	万安科技	40.5302	0.051
337	002596.XSHE	海南瑞泽	114.7241	0.144
338	002597.XSHE	金禾实业	99.2373	0.15
339	002605.XSHE	姚记扑克	42.5215	0.043
340	002609.XSHE	捷顺科技	52.6396	0.068
341	002610.XSHE	爱康科技	102.8203	0.207
342	002611.XSHE	东方精工	75.7523	0.076
343	002614.XSHE	奥佳华	117.9684	0.149
344	002616.XSHE	长青集团	64.4696	0.065
345	002617.XSHE	露笑科技	52.9074	0.067
346	002618.XSHE	丹邦科技	99.3379	0.175
347	002619.XSHE	艾格拉斯	81.1754	0.102
348	002622.XSHE	融钰集团	42.588	0.086
349	002626.XSHE	金达威	81.9304	0.083
350	002630.XSHE	华西能源	41.0918	0.083
351	002631.XSHE	德尔未来	59.6404	0.06
352	002636.XSHE	金安国纪	69.7424	0.07
353	002638.XSHE	勤上股份	45.105	0.057
354	002643.XSHE	万润股份	115.369	0.174
355	002647.XSHE	仁东控股	78.4471	0.079
356	002648.XSHE	卫星石化	157.4973	0.159
357	002649.XSHE	博彦科技	49.3963	0.1
358	002650.XSHE	加加食品	47.232	0.071
359	002651.XSHE	利君股份	55.75899999999999	0.056
360	002653.XSHE	海思科	159.3398	0.06
361	002656.XSHE	摩登大道	45.53	0.057
362	002657.XSHE	中科金财	65.3211	0.132
363	002658.XSHE	雪迪龙	51.718	0.052
364	002662.XSHE	京威股份	75.15	0.076
365	002664.XSHE	长鹰信质	55.5628	0.07
366	002668.XSHE	奥马电器	73.3943	0.111
367	002675.XSHE	东诚药业	101.6406	0.128
368	002677.XSHE	浙江美大	91.8685	0.093
369	002685.XSHE	华东重机	68.4222	0.052
370	002695.XSHE	煌上煌	65.9312	0.066
371	002697.XSHE	红旗连锁	77.792	0.157
372	002698.XSHE	博实股份	89.9844	0.113
373	002703.XSHE	浙江世宝	42.0881	0.031
374	002705.XSHE	新宝股份	104.1915	0.107
375	002711.XSHE	欧浦智网	44.6718	0.056
376	002712.XSHE	思美传媒	52.2501	0.053
377	002716.XSHE	金贵银业	75.3975	0.133
378	002717.XSHE	岭南股份	96.1939	0.095
379	002721.XSHE	金一文化	54.5906	0.082
380	002726.XSHE	龙大肉食	68.0749	0.069
381	002727.XSHE	一心堂	143.6458	0.145
382	002733.XSHE	雄韬股份	85.1825	0.107
383	002737.XSHE	葵花药业	109.3832	0.138
384	002742.XSHE	三圣股份	32.2704	0.033
385	002746.XSHE	仙坛股份	71.5941	0.09
386	002747.XSHE	埃斯顿	90.9987	0.092
387	002751.XSHE	易尚展示	41.5876	0.052
388	002752.XSHE	昇兴股份	63.0718	0.048
389	002756.XSHE	永兴特钢	57.24	0.072
390	002759.XSHE	天际股份	43.4997	0.033
391	002766.XSHE	索菱股份	25.8957	0.033
392	002768.XSHE	国恩股份	68.2465	0.069
393	002769.XSHE	普路通	48.2327	0.061
394	002772.XSHE	众兴菌业	29.1941	0.052
395	002781.XSHE	奇信股份	39.1725	0.049
396	002782.XSHE	可立克	65.391	0.049
397	002788.XSHE	鹭燕医药	29.2802	0.037
398	002792.XSHE	通宇通讯	72.8383	0.073
399	002801.XSHE	微光股份	31.913	0.024
400	002812.XSHE	恩捷股份	288.1117	0.218
401	002821.XSHE	凯莱英	212.3536	0.321
402	002822.XSHE	中装建设	36.42	0.046
403	002833.XSHE	弘亚数控	63.3807	0.064
404	002840.XSHE	华统股份	51.0004	0.064
405	002850.XSHE	科达利	51.177	0.052
406	002851.XSHE	麦格米特	112.1378	0.113
407	002852.XSHE	道道全	46.5001	0.047
408	002859.XSHE	洁美科技	90.4903	0.09
409	002867.XSHE	周大生	170.8972	0.086
410	002872.XSHE	天圣制药	33.7398	0.059
411	002895.XSHE	川恒股份	56.1367	0.042
412	002901.XSHE	大博医疗	132.034	0.033
413	002906.XSHE	华阳集团	54.5011	0.027
414	002907.XSHE	华森制药	93.9741	0.026
415	002911.XSHE	佛燃股份	97.1888	0.027
416	002912.XSHE	中新赛克	127.8185	0.097
417	002918.XSHE	蒙娜丽莎	56.0695	0.042
418	002928.XSHE	华夏航空	87.3891	0.024
419	002929.XSHE	润建通信	78.4533	0.059
420	002930.XSHE	宏川智慧	61.5591	0.046
421	300005.XSHE	探路者	41.5343	0.073
422	300006.XSHE	莱美药业	52.0647	0.092
423	300007.XSHE	汉威科技	40.8474	0.082
424	300008.XSHE	天海防务	38.3046	0.068
425	300009.XSHE	安科生物	171.4122	0.259
426	300011.XSHE	鼎汉技术	41.396	0.052
427	300012.XSHE	华测检测	145.8627	0.294
428	300014.XSHE	亿纬锂能	208.5659	0.263
429	300016.XSHE	北陆药业	49.5347	0.087
430	300020.XSHE	银江股份	60.5293	0.107
431	300021.XSHE	大禹节水	51.5892	0.078
432	300031.XSHE	宝通科技	59.6342	0.09
433	300034.XSHE	钢研高纳	60.6074	0.076
434	300036.XSHE	超图软件	79.4782	0.16
435	300037.XSHE	新宙邦	97.1247	0.147
436	300038.XSHE	数知科技	147.8846	0.223
437	300039.XSHE	上海凯宝	54.9676	0.097
438	300044.XSHE	赛为智能	63.617	0.096
439	300045.XSHE	华力创通	64.5627	0.098
440	300047.XSHE	天源迪科	65.3699	0.132
441	300048.XSHE	合康新能	33.845	0.06
442	300050.XSHE	世纪鼎利	35.7419	0.063
443	300053.XSHE	欧比特	82.8547	0.146
444	300054.XSHE	鼎龙股份	96.0138	0.169
445	300061.XSHE	康旗股份	57.4891	0.043
446	300064.XSHE	豫金刚石	63.167	0.064
447	300065.XSHE	海兰信	70.8352	0.107
448	300066.XSHE	三川智慧	48.7776	0.074
449	300068.XSHE	南都电源	134.6971	0.17
450	300073.XSHE	当升科技	120.3171	0.182
451	300075.XSHE	数字政通	56.8964	0.099
452	300077.XSHE	国民技术	53.2522	0.134
453	300078.XSHE	思创医惠	87.8979	0.155
454	300079.XSHE	数码科技	109.6688	0.276
455	300083.XSHE	劲胜智能	51.943000000000005	0.079
456	300085.XSHE	银之杰	124.8634	0.157
457	300091.XSHE	金通灵	66.9264	0.101
458	300096.XSHE	易联众	55.81399999999999	0.112
459	300097.XSHE	智云股份	38.9254	0.059
460	300098.XSHE	高新兴	165.6859	0.209
461	300100.XSHE	双林股份	49.3661	0.05
462	300101.XSHE	振芯科技	70.6459	0.125
463	300102.XSHE	乾照光电	50.0124	0.126
464	300109.XSHE	新开源	43.6744	0.045
465	300110.XSHE	华仁药业	61.8297	0.078
466	300114.XSHE	中航电测	60.8483	0.061
467	300118.XSHE	东方日升	99.0211	0.15
468	300123.XSHE	亚光科技	71.4298	0.072
469	300128.XSHE	锦富技术	53.7211	0.095
470	300130.XSHE	新国都	83.20200000000001	0.105
471	300131.XSHE	英唐智控	68.8775	0.104
472	300137.XSHE	先河环保	59.6768	0.15
473	300140.XSHE	中环装备	45.2024	0.046
474	300143.XSHE	星普医科	50.7403	0.051
475	300145.XSHE	中金环境	80.3997	0.121
476	300148.XSHE	天舟文化	41.4863	0.063
477	300149.XSHE	量子生物	87.26100000000001	0.154
478	300157.XSHE	恒泰艾普	38.4541	0.077
479	300158.XSHE	振东制药	52.4792	0.066
480	300160.XSHE	秀强股份	25.2598	0.032
481	300170.XSHE	汉得信息	150.3565	0.298
482	300171.XSHE	东富龙	66.6666	0.067
483	300172.XSHE	中电环保	32.272	0.049
484	300173.XSHE	智慧松德	33.4123	0.042
485	300176.XSHE	派生科技	203.3224	0.41
486	300177.XSHE	中海达	60.7782	0.107
487	300178.XSHE	腾邦国际	65.4115	0.099
488	300180.XSHE	华峰超纤	160.0393	0.202
489	300183.XSHE	东软载波	71.3111	0.09
490	300184.XSHE	力源信息	81.2573	0.082
491	300185.XSHE	通裕重工	74.1778	0.149
492	300188.XSHE	美亚柏科	136.7907	0.207
493	300191.XSHE	潜能恒信	55.36	0.056
494	300194.XSHE	福安药业	49.1351	0.049
495	300198.XSHE	纳川股份	47.2449	0.095
496	300203.XSHE	聚光科技	124.4423	0.219
497	300205.XSHE	天喻信息	53.0259	0.08
498	300207.XSHE	欣旺达	184.3368	0.232
499	300208.XSHE	青岛中程	60.0172	0.106
500	300209.XSHE	天泽信息	41.0989	0.062
501	300212.XSHE	易华录	129.3789	0.195
502	300213.XSHE	佳讯飞鸿	48.0106	0.073
503	300215.XSHE	电科院	52.7034	0.066
504	300219.XSHE	鸿利智汇	59.8684	0.09
505	300221.XSHE	银禧科技	41.6773	0.063
506	300222.XSHE	科大智能	126.8685	0.16
507	300223.XSHE	北京君正	58.3531	0.103
508	300224.XSHE	正海磁材	57.0051	0.057
509	300226.XSHE	上海钢联	133.5967	0.269
510	300228.XSHE	富瑞特装	31.9729	0.081
511	300229.XSHE	拓尔思	54.8602	0.069
512	300231.XSHE	银信科技	36.3848	0.073
513	300232.XSHE	洲明科技	108.6228	0.11
514	300233.XSHE	金城医药	73.0084	0.074
515	300236.XSHE	上海新阳	80.9942	0.102
516	300237.XSHE	美晨生态	63.4993	0.08
517	300238.XSHE	冠昊生物	46.9326	0.095
518	300242.XSHE	佳云科技	30.9028	0.047
519	300245.XSHE	天玑科技	34.1669	0.06
520	300248.XSHE	新开普	44.5011	0.067
521	300252.XSHE	金信诺	77.1368	0.097
522	300255.XSHE	常山药业	70.1225	0.088
523	300256.XSHE	星星科技	39.3557	0.069
524	300262.XSHE	巴安水务	53.8775	0.068
525	300263.XSHE	隆华科技	58.2912	0.073
526	300269.XSHE	联建光电	36.3971	0.056
527	300271.XSHE	华宇软件	160.4803	0.283
528	300276.XSHE	三丰智能	73.7607	0.056
529	300278.XSHE	华昌达	49.2535	0.05
530	300284.XSHE	苏交科	102.5643	0.155
531	300285.XSHE	国瓷材料	140.6478	0.248
532	300288.XSHE	朗玛信息	54.0706	0.082
533	300292.XSHE	吴通控股	55.3285	0.098
534	300294.XSHE	博雅生物	131.1674	0.132
535	300298.XSHE	三诺生物	70.1556	0.071
536	300299.XSHE	富春股份	42.7296	0.065
537	300300.XSHE	汉鼎宇佑	85.1188	0.086
538	300302.XSHE	同有科技	49.4537	0.062
539	300303.XSHE	聚飞光电	46.9607	0.083
540	300304.XSHE	云意电气	40.5556	0.061
541	300307.XSHE	慈星股份	53.5736	0.054
542	300309.XSHE	吉艾科技	65.6049	0.083
543	300310.XSHE	宜通世纪	58.4358	0.088
544	300311.XSHE	任子行	60.4958	0.076
545	300317.XSHE	珈伟新能	52.5674	0.066
546	300322.XSHE	硕贝德	56.9885	0.1
547	300323.XSHE	华灿光电	98.6694	0.099
548	300326.XSHE	凯利泰	80.2347	0.141
549	300328.XSHE	宜安科技	43.7268	0.055
550	300332.XSHE	天壕环境	50.2595	0.076
551	300336.XSHE	新文化	45.2295	0.08
552	300339.XSHE	润和软件	102.9759	0.13
553	300343.XSHE	联创互联	51.8765	0.078
554	300348.XSHE	长亮科技	79.6981	0.1
555	300349.XSHE	金卡智能	89.6065	0.113
556	300350.XSHE	华鹏飞	34.0858	0.052
557	300352.XSHE	北信源	90.469	0.159
558	300353.XSHE	东土科技	71.2341	0.108
559	300355.XSHE	蒙草生态	82.458	0.166
560	300357.XSHE	我武生物	138.6916	0.175
561	300359.XSHE	全通教育	45.7028	0.058
