	code	name	market_cap	weight
54	600016.XSHG	民生银行	2775.8054	3.173
55	600030.XSHG	中信证券	3002.5698	3.933
56	600036.XSHG	招商银行	8554.5713	7.055
57	600048.XSHG	保利地产	1693.8521	2.049
58	600053.XSHG	九鼎投资	116.7092	0.071
59	600061.XSHG	国投资本	614.2019	0.248
60	600064.XSHG	南京高科	141.7643	0.2
61	600067.XSHG	冠城大通	74.1579	0.105
62	600094.XSHG	大名城	178.4709	0.232
63	600109.XSHG	国金证券	324.8162	0.524
64	600155.XSHG	华创阳安	220.2279	0.133
65	600158.XSHG	中体产业	102.5138	0.165
66	600162.XSHG	香江控股	94.5013	0.095
67	600185.XSHG	格力地产	111.0437	0.134
68	600208.XSHG	新湖中宝	338.8141	0.342
69	600240.XSHG	华业资本	46.0034	0.074
70	600246.XSHG	万通地产	94.279	0.057
71	600266.XSHG	北京城建	160.6216	0.194
72	600291.XSHG	西水股份	155.3244	0.157
73	600325.XSHG	华发股份	196.546	0.317
74	600340.XSHG	华夏幸福	931.4039	1.127
75	600369.XSHG	西南证券	312.1745	0.315
76	600376.XSHG	首开股份	246.3485	0.248
77	600383.XSHG	金地集团	620.7552	0.626
78	600390.XSHG	五矿资本	379.7117	0.107
79	600393.XSHG	粤泰股份	71.7758	0.058
80	600466.XSHG	蓝光发展	220.2272	0.222
81	600503.XSHG	华丽家族	71.6224	0.144
82	600565.XSHG	迪马股份	94.0404	0.115
83	600568.XSHG	中珠医疗	54.0068	0.065
84	600604.XSHG	市北高新	269.1939	0.204
85	600606.XSHG	绿地控股	917.4788	0.555
86	600621.XSHG	华鑫股份	167.516	0.135
87	600622.XSHG	光大嘉宝	99.7868	0.121
88	600638.XSHG	新黄浦	69.0232	0.056
89	600641.XSHG	万业企业	103.8332	0.126
90	600643.XSHG	爱建集团	189.7649	0.23
91	600649.XSHG	城投控股	202.1131	0.204
92	600657.XSHG	信达地产	159.42	0.096
93	600663.XSHG	陆家嘴	594.7079	0.262
94	600675.XSHG	中华企业	332.7474	0.201
95	600705.XSHG	中航资本	530.5009	0.535
96	600708.XSHG	光明地产	115.2205	0.116
97	600736.XSHG	苏州高新	86.34700000000001	0.104
98	600743.XSHG	华远地产	71.7907	0.058
99	600748.XSHG	上实发展	167.1174	0.101
100	600773.XSHG	西藏城投	62.5401	0.076
101	600816.XSHG	安信信托	395.4187	0.319
102	600823.XSHG	世茂股份	196.1861	0.158
103	600837.XSHG	海通证券	1613.6885	2.289
104	600848.XSHG	上海临港	321.5288	0.176
105	600895.XSHG	张江高科	351.7074	0.355
106	600901.XSHG	江苏租赁	215.9348	0.131
107	600908.XSHG	无锡银行	120.5024	0.121
108	600909.XSHG	华安证券	258.9015	0.261
109	600919.XSHG	江苏银行	823.1193	0.996
110	600926.XSHG	杭州银行	441.7103	0.356
111	600958.XSHG	东方证券	833.6438	0.86
112	600999.XSHG	招商证券	1173.7365	1.01
113	601009.XSHG	南京银行	670.9426	0.947
114	601066.XSHG	中信建投	1953.6514	0.23
115	601099.XSHG	太平洋	288.3302	0.581
116	601108.XSHG	财通证券	473.3891	0.105
117	601128.XSHG	常熟银行	183.9642	0.223
118	601155.XSHG	新城控股	1018.9110000000001	0.822
119	601166.XSHG	兴业银行	3774.6704	4.567
120	601169.XSHG	北京银行	1310.865	1.85
121	601198.XSHG	东兴证券	380.5986	0.384
122	601211.XSHG	国泰君安	1755.8594	1.832
123	601229.XSHG	上海银行	1309.1863	1.32
124	601288.XSHG	农业银行	13054.3672	2.881
125	601318.XSHG	中国平安	14094.0664	10.111
126	601328.XSHG	交通银行	4633.9941	3.457
127	601336.XSHG	新华保险	1674.8846	0.903
128	601375.XSHG	中原证券	243.7515	0.136
129	601377.XSHG	兴业证券	485.5087	0.685
130	601398.XSHG	工商银行	19851.8281	2.422
131	601555.XSHG	东吴证券	303.6	0.49
132	601588.XSHG	北辰实业	116.8356	0.112
133	601601.XSHG	中国太保	3084.7048	2.158
134	601628.XSHG	中国人寿	8004.5645	0.951
135	601688.XSHG	华泰证券	1849.1611	1.476
136	601788.XSHG	光大证券	606.7797	0.518
137	601818.XSHG	光大银行	2152.0603	1.316
138	601838.XSHG	成都银行	323.2965	0.072
139	601878.XSHG	浙商证券	387.0	0.312
140	601881.XSHG	中国银河	1199.2377	0.308
141	601901.XSHG	方正证券	632.2254	0.637
142	601939.XSHG	建设银行	17375.7637	0.941
143	601988.XSHG	中国银行	11098.4199	1.602
144	601990.XSHG	南京证券	405.2055	0.09
145	601997.XSHG	贵阳银行	299.9662	0.363
146	601998.XSHG	中信银行	3077.9988	0.389
147	603323.XSHG	苏农银行	122.7589	0.124
